pegawaidiklat_id;pegawai_nama;diklat_nama;diklat_jp;pegawai_diklat_tahun;jenis_diklat
4456;Pegawai 1486;Sistem aplikasi di bidang keuangan dan penyusunan laporan;11;04/03/2022;Teknis
4457;Pegawai 1849;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
4458;Pegawai 882;Pemeriksaan Area Kunci;18;24/12/2021;Teknis
4459;Pegawai 1795;Review CFE;9;26/12/2021;Teknis
4460;Pegawai 1766;Master of Ceremony;10;06/01/2021;Teknis
4461;Pegawai 915;TABK Excel;19;10/10/2021;Teknis
4462;Pegawai 57;Perumusan Opini;15;11/08/2021;Teknis
4463;Pegawai 1704;Diklat Prajabatan - Gol. III;14;04/03/2021;Pra-Jabatan
4464;Pegawai 447;Prosedur Analitis;20;11/10/2021;Teknis
4465;Pegawai 365;Kearsipan Tingkat Lanjut;18;27/10/2021;Teknis
4466;Pegawai 1785;Penulisan Laporan (Gaya Selingkung), Kodering Temuan dan Penyusunan KKP;11;23/06/2022;Teknis
4467;Pegawai 531;Auditor Terampil Non Akuntansi;21;27/01/2021;Fungsional
4468;Pegawai 648;Penginderaan Jauh (GIS);12;20/09/2021;Teknis
4469;Pegawai 947;Logical Framework Analysis;11;01/08/2021;Teknis
4470;Pegawai 1157;Workshop;22;03/06/2022;Teknis
4471;Pegawai 1312;Sertifikasi Asesor;18;07/04/2022;Teknis
4472;Pegawai 1364;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
4473;Pegawai 1239;Jabatan Fungsional Pranata dan Analis Pengelolaan Keuangan APBN;20;11/08/2022;Fungsional
4474;Pegawai 1553;Change Management;10;27/10/2022;Teknis
4475;Pegawai 1257;Keprotokolan;10;27/11/2022;Teknis
4476;Pegawai 651;Pemeriksaan Badan Layanan Umum (BLU);9;24/05/2022;Teknis
4477;Pegawai 1838;Kearsipan Tingkat Lanjut;18;27/10/2021;Teknis
4478;Pegawai 1183;Pemeriksaan investigatif;19;09/05/2021;Teknis
4479;Pegawai 1741;Reviu pengadaan barang dan jasa;20;23/12/2022;Teknis
4480;Pegawai 1666;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
4481;Pegawai 466;Diklat Peran Anggota Tim Yunior (ATY);20;12/04/2021;Fungsional
4482;Pegawai 1803;Diklat Prajabatan - Gol. III;14;04/03/2021;Pra-Jabatan
4483;Pegawai 724;Penyusunan dan analisa kontrak di lingkungan Pemerintahan;18;17/11/2022;Teknis
4484;Pegawai 568;Pemberian Pendapat Hukum dan Konsultasi Hukum;11;09/11/2022;Teknis
4485;Pegawai 303;Kehumasan;10;01/01/2022;Teknis
4486;Pegawai 1452;Auditor Terampil Non Akuntansi;21;27/01/2021;Fungsional
4487;Pegawai 1460;Diklat Peran Anggota Tim Yunior (ATY);20;12/04/2021;Fungsional
4488;Pegawai 788;Speed reading and mind mapping;22;22/09/2022;Teknis
4489;Pegawai 1906;Prosedur Analitis;20;11/10/2021;Teknis
4490;Pegawai 308;Penginderaan Jauh (GIS);12;20/09/2021;Teknis
4491;Pegawai 230;Kerugian Negara;12;29/10/2022;Teknis
4492;Pegawai 728;Manajemen Kinerja;17;23/10/2021;Teknis
4493;Pegawai 825;Pemeriksaan Pendapatan ;16;02/03/2022;Teknis
4494;Pegawai 1036;Penyusunan dan analisa kontrak di lingkungan Pemerintahan;18;17/11/2022;Teknis
4495;Pegawai 943;Rencana Pengembangan Individu;22;01/01/2022;Teknis
4496;Pegawai 13;Manajemen Perkantoran;22;24/06/2021;Teknis
4497;Pegawai 481;Pemeriksaan Kinerja Executive;20;12/08/2022;Teknis
4498;Pegawai 779;Konseling;9;16/05/2021;Teknis
4499;Pegawai 1081;Penataran P4;13;22/09/2021;P4
4500;Pegawai 729;Sertifikasi Asesor;18;07/04/2022;Teknis
4501;Pegawai 517;Pemeriksaan LKPD KT;9;22/02/2022;Teknis
4502;Pegawai 1256;Creative Leadership;21;17/10/2022;Teknis
4503;Pegawai 1387;Analis Kepegawaian;13;20/10/2022;Teknis
4504;Pegawai 336;Penyusunan Prosedur Operasional Standar (POS);19;12/01/2021;Teknis
4505;Pegawai 277;Pengendali Teknis Yunior;21;28/02/2021;Fungsional
4506;Pegawai 759;Peningkatan Kapasitas Pengelola Museum BPK RI;17;17/05/2022;Teknis
4507;Pegawai 1511;Perpajakan bagi bendahara;11;24/02/2022;Teknis
4508;Pegawai 321;TABK-SAI;12;14/11/2022;Teknis
4509;Pegawai 290;NLP;21;28/09/2022;Teknis
4510;Pegawai 515;Pemeriksaan Aset Tetap;17;07/12/2022;Teknis
4511;Pegawai 1834;Teknik Wawancara dan SIAP LKPD;22;04/02/2022;Teknis
4512;Pegawai 1547;Pengadaan barang dan jasa tingkat menengah;15;26/12/2021;Teknis
4513;Pegawai 1270;Penanganan massa;20;02/07/2021;Teknis
4514;Pegawai 933;Effective Communication Skills;17;20/07/2021;Teknis
4515;Pegawai 1461;Effective Government Auditing;11;08/01/2021;Teknis
4516;Pegawai 69;Bantuan Hukum dalam proses peradilan;12;24/10/2022;Teknis
4517;Pegawai 823;Pemberian keterangan ahli;21;10/05/2022;Teknis
4518;Pegawai 1145;Pelayanan Prima;11;09/06/2021;Teknis
4519;Pegawai 1955;Pemeriksaan pajak BUMN jasa karya;19;17/08/2021;Teknis
4520;Pegawai 434;SAP dan Reviu LKPD;9;04/06/2021;Teknis
4521;Pegawai 703;Sertifikasi Asesor;18;07/04/2022;Teknis
4522;Pegawai 189;Pengelolaan Jaringan;12;13/06/2021;Teknis
4523;Pegawai 1210;Perpajakan bagi bendahara;11;24/02/2022;Teknis
4524;Pegawai 1179;Standar Kompetensi dan Evaluasi Jabatan;21;11/04/2022;Teknis
4525;Pegawai 820;Diklat Kepemimpinan - IV;8;01/11/2022;Kepemimpinan
4526;Pegawai 1221;Pemeriksaan Pengadaan Barang dan Jasa;20;17/01/2022;Teknis
4527;Pegawai 1433;Penghitungan Kerugian Negara/Daerah;9;06/02/2022;Teknis
4528;Pegawai 907;PPSPM Negara Tersertifikasi;11;19/07/2022;Teknis
4529;Pegawai 468;Workshop persiapan pemeriksaan tematik atas Kinerja APIP;12;01/03/2022;Teknis
4530;Pegawai 1429;Diklat Kepemimpinan - III;10;24/09/2022;Kepemimpinan
4531;Pegawai 900;Pemeriksaan Area Kunci;18;24/12/2021;Teknis
4532;Pegawai 963;TABK-SAI;12;14/11/2022;Teknis
4533;Pegawai 656;Hukum Pertanahan;19;11/05/2021;Teknis
4534;Pegawai 1360;Sekretariat Tim Penilai Angka Kredit JFP;21;08/02/2022;Teknis
4535;Pegawai 241;Sistem aplikasi di bidang keuangan dan penyusunan laporan;11;04/03/2022;Teknis
4536;Pegawai 534;Pemeriksaan Pasca Tambang;14;03/07/2021;Teknis
4537;Pegawai 31;Standar Kompetensi dan Evaluasi Jabatan;21;11/04/2022;Teknis
4538;Pegawai 696;Auditor Ahli Non Akuntansi;19;02/05/2022;Fungsional
4539;Pegawai 769;Standar Kompetensi dan Evaluasi Jabatan;21;11/04/2022;Teknis
4540;Pegawai 688;Diklat Pembentukan Jabatan Fungsional Lainya (JFL);15;22/03/2022;Fungsional
4541;Pegawai 1808;Komunikasi Kepemimpinan;13;02/06/2021;Teknis
4542;Pegawai 1995;Public Speaking;10;21/11/2021;Teknis
4543;Pegawai 1969;Penataran P4;13;22/09/2021;P4
4544;Pegawai 46;Diklat Peran Pengendali Teknis (PT);13;29/12/2022;Fungsional
4545;Pegawai 746;Self Motivation Skill;22;25/11/2021;Teknis
4546;Pegawai 1040;Pemeriksaan Aset dan Investasi;14;17/12/2021;Teknis
4547;Pegawai 162;Teknik Wawancara;10;27/11/2021;Teknis
4548;Pegawai 1004;Master of Ceremony;10;06/01/2021;Teknis
4549;Pegawai 1621;TABK-KPPN;14;26/07/2022;Teknis
4550;Pegawai 320;Psikologi Pemeriksaan;21;09/11/2022;Teknis
4551;Pegawai 1780;Analisis dan Pengembangan Organisasi;18;11/04/2021;Teknis
4552;Pegawai 851;Penilaian Sistem Pengendalian Intern;21;18/03/2022;Teknis
4553;Pegawai 529;Kerugian Negara;12;29/10/2022;Teknis
4554;Pegawai 773;Pengelolaan dan Penggunaan Kantor Akuntan Publik (KAP);16;13/02/2021;Teknis
4555;Pegawai 1604;Perencanaan Strategis;13;08/03/2022;Teknis
4556;Pegawai 69;Korespondensi dan Tata Naskah Kedinasan;12;14/12/2021;Teknis
4557;Pegawai 1094;Etika Kerja Dalam Membangun Hubungan Kerja (PR);12;14/02/2022;Teknis
4558;Pegawai 1332;Rencana Pengembangan Individu;22;01/01/2022;Teknis
4559;Pegawai 1362;Sistem aplikasi pengelolaan SDM;14;12/04/2021;Teknis
4560;Pegawai 1464;TABK-Arbutus;11;21/08/2021;Teknis
4561;Pegawai 1207;Aplikasi Perkantoran di BPK;18;30/08/2021;Teknis
4562;Pegawai 706;Pemeriksaan Pendapatan ;16;02/03/2022;Teknis
4563;Pegawai 1020;Public Speaking;10;21/11/2021;Teknis
4564;Pegawai 1021;Pengelolaan Perpustakaan;9;08/08/2022;Teknis
4565;Pegawai 789;Pemeriksaan PBJ;21;12/01/2022;Teknis
4566;Pegawai 1270;Teknik Wawancara Forensik;14;12/07/2021;Teknis
4567;Pegawai 722;Peningkatan Kapasitas Pengelola Museum BPK RI;17;17/05/2022;Teknis
4568;Pegawai 1760;TABK Excel;19;10/10/2021;Teknis
4569;Pegawai 1048;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
4570;Pegawai 1496;Pemeriksaan Pendapatan Pajak Minerba;13;22/01/2022;Teknis
4571;Pegawai 1468;Auditor Ahli Akuntansi;22;01/08/2021;Fungsional
4572;Pegawai 1131;Pemeriksaan LKPD AT;14;27/05/2021;Teknis
4573;Pegawai 54;Berpikir Kritis dan Inovatif;10;26/03/2021;Teknis
4574;Pegawai 1072;Sertifikasi Asesor;18;07/04/2022;Teknis
4575;Pegawai 1961;Event Management;15;01/12/2022;Teknis
4576;Pegawai 49;Penyusunan Prosedur Operasional Standar (POS);19;12/01/2021;Teknis
4577;Pegawai 745;Pemberian keterangan ahli;21;10/05/2022;Teknis
4578;Pegawai 830;Diklat Orientasi ke-BPK-an - Gol. II;13;10/09/2021;Orientasi Ke-BPK-AN
4579;Pegawai 669;Pemeriksaan Terumbu Karang;11;03/11/2021;Teknis
4580;Pegawai 1810;Pemeriksaan Operasional Perbankan;16;31/05/2021;Teknis
4581;Pegawai 60;Speed reading and mind mapping;22;22/09/2022;Teknis
4582;Pegawai 1460;Pengelolaan Jaringan;12;13/06/2021;Teknis
4583;Pegawai 130;Auditor Ahli-Crash Program;13;22/05/2022;Fungsional
4584;Pegawai 389;Auditor Ahli Akuntansi;22;01/08/2021;Fungsional
4585;Pegawai 1247;Teknik Pengumpulan dan Analisis Bukti Pemeriksaan Investigatif;16;06/05/2022;Teknis
4586;Pegawai 1497;Penanganan massa;20;02/07/2021;Teknis
4587;Pegawai 1264;Diklat Orientasi ke-BPK-an - Gol. III;14;17/09/2022;Orientasi Ke-BPK-AN
4588;Pegawai 3;Pemeriksaan Kinerja Executive;20;12/08/2022;Teknis
4589;Pegawai 427;Pemeriksaan PNBP dan lingkungan mineral dan pertambangan;17;25/03/2021;Teknis
4590;Pegawai 306;Audit Forensik;16;15/04/2021;Teknis
4591;Pegawai 1528;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
4592;Pegawai 371;Persiapan Pemeriksaan Laporan Keuangan Pemerintah Daerah (LKPD) Berbasis Akrual;15;12/08/2021;Teknis
4593;Pegawai 666;Manajemen TI;20;17/09/2022;Teknis
4594;Pegawai 1307;Pemeriksaan Pengadaan Barang dan Jasa;20;17/01/2022;Teknis
4595;Pegawai 758;TABK (ACL, Arbutus, IDEA, Excel);11;26/05/2021;Teknis
4596;Pegawai 273;Pemeriksaan Belanja Daerah;15;20/10/2022;Teknis
4597;Pegawai 767;Teknik Wawancara;10;27/11/2021;Teknis
4598;Pegawai 13;Korespondensi dan Tata Naskah Kedinasan;12;14/12/2021;Teknis
4599;Pegawai 1841;Pengadaan infrastruktur;18;04/01/2022;Teknis
4600;Pegawai 39;Manajemen Perpustakaan;16;27/11/2022;Teknis
4601;Pegawai 438;Pemberian Keterangan ahli;21;10/05/2022;Teknis
4602;Pegawai 916;Aspek Hukum dalam Pengadaan Barang dan Jasa;20;01/03/2021;Teknis
4603;Pegawai 786;Kerugian Negara;12;29/10/2022;Teknis
4604;Pegawai 1346;Analisis Pemecahan Masalah;20;23/12/2021;Teknis
4605;Pegawai 614;Rencana Pengembangan Individu;22;01/01/2022;Teknis
4606;Pegawai 1158;Penilaian Sistem Pengendalian Intern;21;18/03/2022;Teknis
4607;Pegawai 1062;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
4608;Pegawai 1800;Diklat Peran Ketua Tim Yunior (KTY);16;26/04/2022;Fungsional
4609;Pegawai 890;Lain-lain;19;26/06/2022;Teknis
4610;Pegawai 1167;Standar Kompetensi dan Evaluasi Jabatan;21;11/04/2022;Teknis
4611;Pegawai 30;Bantuan Hukum dalam proses peradilan;12;24/10/2022;Teknis
4612;Pegawai 968;Sistem Aplikasi Pemeriksaan (SiAP) LK;16;26/03/2022;Teknis
4613;Pegawai 1029;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
4614;Pegawai 99;Teknik Pengumpulan dan Analisis Bukti Pemeriksaan Investigatif;16;06/05/2022;Teknis
4615;Pegawai 595;Perencanaan Strategis;13;08/03/2022;Teknis
4616;Pegawai 703;Reviu Opini atas LHP LK;13;21/06/2022;Teknis
4617;Pegawai 789;Teknik Membaca Cepat;14;22/12/2022;Teknis
4618;Pegawai 1467;Pemeriksaan Aset dan Investasi;14;17/12/2021;Teknis
4619;Pegawai 1507;Analisis dan Pengembangan Organisasi;18;11/04/2021;Teknis
4620;Pegawai 1951;Pelayanan Prima;11;09/06/2021;Teknis
4621;Pegawai 1220;Teknik Wawancara;10;27/11/2021;Teknis
4622;Pegawai 347;Sistem Pengelolaan Keuangan Pemerintah Daerah (SPKPD);14;03/02/2022;Teknis
4623;Pegawai 1165;Rencana Pengembangan Individu;22;01/01/2022;Teknis
4624;Pegawai 802;Strategic HRM;14;06/08/2022;Teknis
4625;Pegawai 952;TABK (ACL, Arbutus, IDEA, Excel);11;26/05/2021;Teknis
4626;Pegawai 579;Penyusunan dan Analisis Kontrak;8;26/01/2021;Teknis
4627;Pegawai 907;Diklat Peran Ketua Tim Yunior (KTY);16;26/04/2022;Fungsional
4628;Pegawai 212;Standar Akuntansi Pemerintahan;19;13/10/2021;Teknis
4629;Pegawai 1644;Analisis Pemecahan Masalah;20;23/12/2021;Teknis
4630;Pegawai 1936;Auditor Terampil Non Akuntansi;21;27/01/2021;Fungsional
4631;Pegawai 1476;Konseling;9;16/05/2021;Teknis
4632;Pegawai 876;Pemeriksaan investigatif;19;09/05/2021;Teknis
4633;Pegawai 1235;Pemeriksaan Atas Laporan Keuangan;21;27/08/2021;Teknis
4634;Pegawai 505;Manajemen Konflik;9;12/09/2021;Teknis
4635;Pegawai 995;Penilaian Aset;16;30/01/2022;Teknis
4636;Pegawai 897;Sistem Kendali Kecurangan;12;23/02/2021;Teknis
4637;Pegawai 917;Hukum Acara Pidana, Perdata dan TUN serta Penafsiran Hukum;16;10/05/2021;Teknis
4638;Pegawai 1570;Diklat Peran Pengendali Mutu (PM);19;13/02/2021;Fungsional
4639;Pegawai 794;Pemeriksaan Operasional Perbankan;16;31/05/2021;Teknis
4640;Pegawai 1831;Auditor Ahli Akuntansi;22;01/08/2021;Fungsional
4641;Pegawai 1109;Sertifikasi Asesor;18;07/04/2022;Teknis
4642;Pegawai 448;Pemahaman Entitas dan Penentuan Area Potensial;15;30/01/2022;Teknis
4643;Pegawai 1713;Diklat Peran Pengendali Teknis (PT);13;29/12/2022;Fungsional
4644;Pegawai 690;Pemeriksaan Berprespektif Lingkungan;17;15/04/2022;Teknis
4645;Pegawai 693;Penyusunan Laporan Keuangan;15;03/07/2022;Teknis
4646;Pegawai 282;Diklat Peran Pengendali Teknis (PT);13;29/12/2022;Fungsional
4647;Pegawai 1364;Prosedur Analitis;20;11/10/2021;Teknis
4648;Pegawai 1027;TABK (ACL, Arbutus, IDEA, Excel);11;26/05/2021;Teknis
4649;Pegawai 267;Auditor Terampil Akuntansi;19;14/11/2022;Fungsional
4650;Pegawai 1070;Pengelolaan keuangan strategis;13;09/05/2021;Teknis
4651;Pegawai 937;Penghitungan Kerugian Negara/Daerah;9;06/02/2022;Teknis
4652;Pegawai 620;Statistik (metode pengembangan tools);11;21/04/2021;Teknis
4653;Pegawai 469;Penyusunan Laporan Keuangan;15;03/07/2022;Teknis
4654;Pegawai 1643;Hukum Acara Pidana, Perdata dan TUN serta Penafsiran Hukum;16;10/05/2021;Teknis
4655;Pegawai 1504;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
4656;Pegawai 335;Evaluasi terhadap KAP yang memeriksa untuk dan atas nama  BPK dan evaluasi terhadap KAP yang memerik;22;13/05/2021;Teknis
4657;Pegawai 1888;Analisis Pemecahan Masalah;20;23/12/2021;Teknis
4658;Pegawai 1182;Oracle Database;12;27/06/2022;Teknis
4659;Pegawai 923;Diklat Orientasi ke-BPK-an - Tenaga Honorer dan Lolos Butuh;22;19/06/2022;Orientasi Ke-BPK-AN
4660;Pegawai 1242;Oracle Database;12;27/06/2022;Teknis
4661;Pegawai 35;Standar Kompetensi dan Evaluasi Jabatan;21;11/04/2022;Teknis
4662;Pegawai 1816;Perpajakan bagi bendahara;11;24/02/2022;Teknis
4663;Pegawai 1655;Change Management;10;27/10/2022;Teknis
4664;Pegawai 746;Pemeriksaan Pasca Tambang;14;03/07/2021;Teknis
4665;Pegawai 255;Effective Leadership;13;18/03/2022;Teknis
4666;Pegawai 1336;Penginderaan Jauh (GIS);12;20/09/2021;Teknis
4667;Pegawai 13;Pemeriksaan Aset dan Investasi;14;17/12/2021;Teknis
4668;Pegawai 1852;Pengelolaan keuangan strategis;13;09/05/2021;Teknis
4669;Pegawai 1841;Korespondensi dan Tata Naskah Kedinasan;12;14/12/2021;Teknis
4670;Pegawai 888;e-procurement;13;24/05/2022;Teknis
4671;Pegawai 286;Analisis dan Pengembangan Organisasi;18;11/04/2021;Teknis
4672;Pegawai 489;Pemeriksaan Lingkungan (pengelolaan rawa);10;15/10/2022;Teknis
4673;Pegawai 911;Effective Leadership;13;18/03/2022;Teknis
4674;Pegawai 1280;Pelatihan Lanjutan Satpam Gada Madya;8;05/10/2022;Teknis
4675;Pegawai 1569;Manajemen Kediklatan;11;13/03/2021;Teknis
4676;Pegawai 1853;Diklat Pembentukan Jabatan Fungsional Lainya (JFL);15;22/03/2022;Fungsional
4677;Pegawai 418;Penilaian Risiko Kecurangan dalam Pemeriksaan LKPD;9;16/06/2022;Teknis
4678;Pegawai 839;Analisis dan Pengembangan Organisasi;18;11/04/2021;Teknis
4679;Pegawai 1619;Hukum Pertanahan;19;11/05/2021;Teknis
4680;Pegawai 599;Diklat Kepemimpinan - II;8;18/01/2021;Kepemimpinan
4681;Pegawai 1240;Diklat Peran Ketua Tim Yunior (KTY);16;26/04/2022;Fungsional
4682;Pegawai 519;Diklat Prajabatan - Gol. I;22;04/09/2021;Pra-Jabatan
4683;Pegawai 1206;Pengadaan infrastruktur;18;04/01/2022;Teknis
4684;Pegawai 356;Investasi dan Pasar Modal;20;11/05/2021;Teknis
4685;Pegawai 1803;SAP dan Reviu LKPD;9;04/06/2021;Teknis
4686;Pegawai 680;Perencanaan Pengadaan;20;13/12/2021;Teknis
4687;Pegawai 1318;Pengendali Teknis Yunior;21;28/02/2021;Fungsional
4688;Pegawai 1021;Workshop persiapan pemeriksaan tematik Program Keluarga Harapan;11;20/03/2022;Teknis
4689;Pegawai 257;Pemrograman Berbasis Web dan Desktop;10;22/07/2022;Teknis
4690;Pegawai 1235;Diklat Pembentukan Jabatan Fungsional Pemeriksa (JFP);12;03/04/2022;Fungsional
4691;Pegawai 250;Penataran P4;13;22/09/2021;P4
4692;Pegawai 877;Manajemen TI;20;17/09/2022;Teknis
4693;Pegawai 320;Penyusunan Laporan Keuangan;15;03/07/2022;Teknis
4694;Pegawai 1370;Pemeriksaan pajak BUMN jasa karya;19;17/08/2021;Teknis
4695;Pegawai 541;Penginderaan Jauh (GIS);12;20/09/2021;Teknis
4696;Pegawai 1133;Pemeriksaan Infrastruktur ;15;03/08/2021;Teknis
4697;Pegawai 1360;Alih Media Digital;16;21/12/2021;Teknis
4698;Pegawai 1346;Penanganan massa;20;02/07/2021;Teknis
4699;Pegawai 1918;Kehumasan;10;01/01/2022;Teknis
4700;Pegawai 343;Komunikasi Kepemimpinan;13;02/06/2021;Teknis
4701;Pegawai 30;Teknik Wawancara;10;27/11/2021;Teknis
4702;Pegawai 1511;TABK LKKL;18;04/05/2022;Teknis
4703;Pegawai 1871;Pengendali Teknis Yunior;21;28/02/2021;Fungsional
4704;Pegawai 2;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
4705;Pegawai 763;Kepaniteraan Kerugian Negara;19;15/05/2022;Teknis
4706;Pegawai 1953;Pemeriksaan Badan Layanan Umum (BLU);9;24/05/2022;Teknis
4707;Pegawai 1974;Diklat Peran Pengendali Teknis (PT);13;29/12/2022;Fungsional
4708;Pegawai 674;Aspek Hukum dan Tindak Pidana Korupsi;12;19/03/2021;Teknis
4709;Pegawai 1140;Penganggaran Berbasis Kinerja;13;05/06/2021;Teknis
4710;Pegawai 317;Pemeriksaan Kinerja Executive;20;12/08/2022;Teknis
4711;Pegawai 905;e-procurement;13;24/05/2022;Teknis
4712;Pegawai 1430;Pemeriksaan investigatif;19;09/05/2021;Teknis
4713;Pegawai 36;Pemeriksaan Pendapatan Pajak Minerba;13;22/01/2022;Teknis
4714;Pegawai 1578;TABK-SAI;12;14/11/2022;Teknis
4715;Pegawai 51;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
4716;Pegawai 1314;Persiapan Pemeriksaan Laporan Keuangan Pemerintah Daerah (LKPD) Berbasis Akrual;15;12/08/2021;Teknis
4717;Pegawai 1871;Auditor Terampil Akuntansi;19;14/11/2022;Fungsional
4718;Pegawai 1546;Penataran P4;13;22/09/2021;P4
4719;Pegawai 1047;NLP;21;28/09/2022;Teknis
4720;Pegawai 736;Diklat Peran Pengendali Mutu (PM);19;13/02/2021;Fungsional
4721;Pegawai 479;Sertifikat Kompetensi;18;05/04/2021;Teknis
4722;Pegawai 121;Diklat Orientasi ke-BPK-an - Gol. II;13;10/09/2021;Orientasi Ke-BPK-AN
4723;Pegawai 582;Diklat Prajabatan - Gol. III;14;04/03/2021;Pra-Jabatan
4724;Pegawai 420;Diklat Orientasi ke-BPK-an - Tenaga Honorer dan Lolos Butuh;22;19/06/2022;Orientasi Ke-BPK-AN
4725;Pegawai 506;Diklat Prajabatan - Gol. III;14;04/03/2021;Pra-Jabatan
4726;Pegawai 401;Sistem Pengelolaan Keuangan Pemerintah Pusat (SPKPP);16;10/08/2022;Teknis
4727;Pegawai 956;Teknik Pengumpulan dan Analisis Bukti Pemeriksaan Investigatif;16;06/05/2022;Teknis
4728;Pegawai 1896;Pemeriksaan LKPD KT;9;22/02/2022;Teknis
4729;Pegawai 43;Metode Penelitian Sosial;11;23/11/2022;Teknis
4730;Pegawai 1072;Diklat Peran Anggota Tim Yunior (ATY);20;12/04/2021;Fungsional
4731;Pegawai 1879;Pemeriksaan LKPD KT;9;22/02/2022;Teknis
4732;Pegawai 1278;Sistem Pengelolaan Keuangan Pemerintah Pusat (SPKPP);16;10/08/2022;Teknis
4733;Pegawai 5;Pengelolaan Perpustakaan;9;08/08/2022;Teknis
4734;Pegawai 1978;Investasi dan Pasar Modal;20;11/05/2021;Teknis
4735;Pegawai 1042;Sertifikasi Asesor;18;07/04/2022;Teknis
4736;Pegawai 942;Review CFE;9;26/12/2021;Teknis
4737;Pegawai 1173;Aspek Hukum dan Tindak Pidana Korupsi;12;19/03/2021;Teknis
4738;Pegawai 1114;Kearsipan Tingkat Lanjut;18;27/10/2021;Teknis
4739;Pegawai 335;Konseling;9;16/05/2021;Teknis
4740;Pegawai 183;Penilaian Sistem Pengendalian Intern;21;18/03/2022;Teknis
4741;Pegawai 1020;Workshop persiapan pemeriksaan tematik Program Keluarga Harapan;11;20/03/2022;Teknis
4742;Pegawai 269;Pemeriksaan Belanja Modal dan Aset Tetap;22;10/12/2022;Teknis
4743;Pegawai 160;Sertifikasi Bendahara Pengeluaran;21;04/10/2021;Teknis
4744;Pegawai 684;Rencana Pengembangan Individu;22;01/01/2022;Teknis
4745;Pegawai 711;Diklat Kepemimpinan - II;8;18/01/2021;Kepemimpinan
4746;Pegawai 1166;Diklat Peran Pengendali Mutu (PM);19;13/02/2021;Fungsional
4747;Pegawai 245;Penulisan Kajian;14;12/11/2021;Teknis
4748;Pegawai 352;Strategic HRM;14;06/08/2022;Teknis
4749;Pegawai 1075;Penataran P4;13;22/09/2021;P4
4750;Pegawai 1033;Penyusunan dan revisi anggaran RKA-KL;15;06/04/2021;Teknis
4751;Pegawai 1708;Workshop persiapan pemeriksaan tematik atas Kinerja APIP;12;01/03/2022;Teknis
4752;Pegawai 234;Rencana Pengembangan Individu;22;01/01/2022;Teknis
4753;Pegawai 1712;Penilaian Aset;16;30/01/2022;Teknis
4754;Pegawai 1829;Diklat Peran Pengendali Teknis (PT);13;29/12/2022;Fungsional
4755;Pegawai 603;Kearsipan Tingkat Lanjut;18;27/10/2021;Teknis
4756;Pegawai 576;Etika Kerja Dalam Membangun Hubungan Kerja (PR);12;14/02/2022;Teknis
4757;Pegawai 1910;Diklat Peran Ketua Tim Yunior (KTY);16;26/04/2022;Fungsional
4758;Pegawai 188;TABK SIMDA;19;01/08/2021;Teknis
4759;Pegawai 1899;Teknik Sampling;17;12/08/2021;Teknis
4760;Pegawai 111;Pemeriksaan Belanja Modal dan Aset Tetap;22;10/12/2022;Teknis
4761;Pegawai 1896;Hukum Acara Pidana, Perdata dan TUN serta Penafsiran Hukum;16;10/05/2021;Teknis
4762;Pegawai 838;Manajemen Perpustakaan;16;27/11/2022;Teknis
4763;Pegawai 1733;Bantuan Hukum dalam proses peradilan;12;24/10/2022;Teknis
4764;Pegawai 1452;Event Management;15;01/12/2022;Teknis
4765;Pegawai 1684;Korespondensi dan Tata Naskah Kedinasan;12;14/12/2021;Teknis
4766;Pegawai 264;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
4767;Pegawai 709;Pemeriksaan kinerja;18;26/08/2021;Teknis
4768;Pegawai 598;Kearsipan dan Kesekretariatan;17;26/04/2021;Teknis
4769;Pegawai 1482;Prosedur Analitis;20;11/10/2021;Teknis
4770;Pegawai 731;Berpikir Kritis dan Inovatif;10;26/03/2021;Teknis
4771;Pegawai 449;Perencanaan Strategis;13;08/03/2022;Teknis
4772;Pegawai 219;Metode Penelitian Sosial;11;23/11/2022;Teknis
4773;Pegawai 1087;Audit Forensik;16;15/04/2021;Teknis
4774;Pegawai 1909;International Financial Reporting System (IFRS);15;18/03/2021;Teknis
4775;Pegawai 344;Audit Forensik;16;15/04/2021;Teknis
4776;Pegawai 1311;Workshop persiapan pemeriksaan LK Kemenkumham, Polri dan Kejaksaan;8;19/01/2022;Teknis
4777;Pegawai 1862;Pemeriksaan kinerja;18;26/08/2021;Teknis
4778;Pegawai 775;Aplikasi Perkantoran di BPK;18;30/08/2021;Teknis
4779;Pegawai 258;Teknik Sampling;17;12/08/2021;Teknis
4780;Pegawai 1232;Aspek Hukum dalam Pengelolaan Keuangan Negara;15;19/05/2022;Teknis
4781;Pegawai 1776;Pemeriksaan investigatif;19;09/05/2021;Teknis
