pegawai_bahasa_id;pegawai_nama;bahasa_nama;tahun_dari;pegawai_perwakilan
1629;Pegawai 1140;Jerman;31/10/2022;BPK Perwakilan Provinsi Sulawesi Tenggara
1630;Pegawai 1145;English;16/03/2021;BPK Perwakilan Provinsi DI Yogyakarta
1631;Pegawai 257;Arab;07/05/2021;BPK Perwakilan Provinsi Jawa Tengah
1632;Pegawai 851;Perancis;10/03/2021;BPK Perwakilan Provinsi Sulawesi Tengah
1633;Pegawai 1157;Jerman;04/08/2020;BPK Perwakilan Provinsi Gorontalo
1634;Pegawai 501;Jepang;03/08/2021;BPK Perwakilan Provinsi Kalimantan Utara
1635;Pegawai 1365;China/Mandarin;29/08/2020;BPK Perwakilan Provinsi Sulawesi Utara
1636;Pegawai 168;Perancis;07/02/2019;BPK Perwakilan Provinsi Kalimantan Barat
1637;Pegawai 153;Jerman;04/03/2021;BPK Perwakilan Provinsi Kepulauan Riau
1638;Pegawai 912;English;21/03/2019;BPK Perwakilan Provinsi Bengkulu
1639;Pegawai 1701;Jerman;04/06/2022;BPK Perwakilan Provinsi Lampung
1640;Pegawai 973;Arab;24/11/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
1641;Pegawai 1696;English;26/01/2022;BPK Perwakilan Provinsi Kalimantan Timur
1642;Pegawai 1954;Arab;29/03/2022;BPK Perwakilan Provinsi Aceh
1643;Pegawai 202;Jerman;30/12/2019;BPK Perwakilan Provinsi Riau
1644;Pegawai 1264;China/Mandarin;17/05/2019;BPK Perwakilan Provinsi Bengkulu
1645;Pegawai 1521;Jerman;15/09/2019;BPK Perwakilan Provinsi Sumatera Selatan
1646;Pegawai 1875;China/Mandarin;21/11/2021;BPK Perwakilan Provinsi Jambi
1647;Pegawai 1794;China/Mandarin;27/08/2021;BPK Perwakilan Provinsi Sumatera Utara
1648;Pegawai 178;Perancis;02/01/2020;BPK Perwakilan Provinsi Sumatera Barat
1649;Pegawai 1909;China/Mandarin;17/03/2019;BPK Perwakilan Provinsi Sumatera Barat
1650;Pegawai 847;Jerman;09/04/2019;BPK Perwakilan Provinsi Sumatera Utara
1651;Pegawai 1242;Jepang;18/12/2020;BPK Perwakilan Provinsi Papua Barat
1652;Pegawai 1671;China/Mandarin;12/07/2019;BPK Perwakilan Provinsi Maluku
1653;Pegawai 473;Jepang;25/11/2022;BPK Perwakilan Provinsi Jawa Tengah
1654;Pegawai 1050;Arab;30/12/2022;BPK Perwakilan Provinsi Bali
1655;Pegawai 1904;Jepang;10/04/2020;BPK Perwakilan Provinsi Bangka Belitung
1656;Pegawai 574;Perancis;28/03/2019;BPK Perwakilan Provinsi Sulawesi Barat
1657;Pegawai 1493;Jepang;22/09/2020;BPK Perwakilan Provinsi DI Yogyakarta
1658;Pegawai 133;Perancis;12/06/2022;BPK Perwakilan Provinsi Nusa Tenggara Timur
1659;Pegawai 834;Arab;10/12/2020;BPK Perwakilan Provinsi Papua
1660;Pegawai 435;China/Mandarin;23/07/2019;BPK Perwakilan Provinsi Kalimantan Timur
1661;Pegawai 1145;Jepang;29/06/2021;BPK Perwakilan Provinsi DI Yogyakarta
1662;Pegawai 1373;Jepang;07/10/2019;BPK Perwakilan Provinsi Kalimantan Barat
1663;Pegawai 1665;Jerman;05/04/2021;BPK Perwakilan Provinsi Kalimantan Selatan
1664;Pegawai 1579;Perancis;01/01/2021;BPK Perwakilan Provinsi Kepulauan Riau
1665;Pegawai 1637;Perancis;28/04/2021;BPK Perwakilan Provinsi Maluku
1666;Pegawai 463;English;11/11/2021;BPK Perwakilan Provinsi Nusa Tenggara Timur
1667;Pegawai 903;English;11/06/2019;BPK Perwakilan Provinsi Kalimantan Selatan
1668;Pegawai 1844;Perancis;13/08/2020;BPK Perwakilan Provinsi Jambi
1669;Pegawai 1891;English;24/08/2019;BPK Perwakilan Provinsi Kalimantan Selatan
1670;Pegawai 1747;Jepang;21/01/2022;BPK Perwakilan Provinsi Kalimantan Tengah
1671;Pegawai 1413;China/Mandarin;30/03/2021;BPK Perwakilan Provinsi Jawa Barat
1672;Pegawai 179;Arab;26/08/2020;BPK Perwakilan Provinsi Sumatera Barat
1673;Pegawai 983;Jerman;03/07/2022;BPK Perwakilan Provinsi Kalimantan Tengah
1674;Pegawai 32;Arab;27/01/2021;BPK Perwakilan Provinsi Sulawesi Tengah
1675;Pegawai 1165;Jepang;26/01/2021;BPK Perwakilan Provinsi Jawa Timur
1676;Pegawai 1368;Arab;15/01/2020;BPK Perwakilan Provinsi Banten
1677;Pegawai 310;Arab;23/11/2019;BPK Perwakilan Provinsi Jawa Timur
1678;Pegawai 1961;China/Mandarin;06/07/2021;BPK Perwakilan Provinsi Banten
1679;Pegawai 898;Jerman;13/01/2021;BPK Perwakilan Provinsi Bangka Belitung
1680;Pegawai 1002;China/Mandarin;06/03/2021;BPK Perwakilan Provinsi Banten
1681;Pegawai 1519;Arab;30/12/2020;BPK Perwakilan Provinsi Riau
1682;Pegawai 689;Arab;16/04/2019;BPK Perwakilan Provinsi Sulawesi Utara
1683;Pegawai 1980;Perancis;08/08/2020;BPK Perwakilan Provinsi Kalimantan Selatan
1684;Pegawai 1531;Arab;22/03/2020;BPK Perwakilan Provinsi Jawa Timur
1685;Pegawai 118;Arab;05/02/2020;BPK Perwakilan Provinsi Bengkulu
1686;Pegawai 1016;China/Mandarin;25/11/2019;BPK Perwakilan Provinsi Bengkulu
1687;Pegawai 1644;English;09/01/2020;BPK Perwakilan Provinsi Sulawesi Tengah
1688;Pegawai 707;Jepang;01/06/2021;BPK Perwakilan Provinsi Nusa Tenggara Timur
1689;Pegawai 221;Perancis;27/09/2022;BPK Perwakilan Provinsi Aceh
1690;Pegawai 1815;Jepang;08/10/2021;BPK Perwakilan Provinsi Jawa Tengah
1691;Pegawai 321;Jerman;21/12/2020;BPK Perwakilan Provinsi Papua
1692;Pegawai 398;Jepang;04/05/2020;BPK Perwakilan Provinsi Jawa Barat
1693;Pegawai 698;English;14/07/2021;BPK Perwakilan Provinsi Kalimantan Utara
1694;Pegawai 1053;Arab;17/02/2021;BPK Perwakilan Provinsi Papua Barat
1695;Pegawai 170;Jerman;30/06/2021;BPK Perwakilan Provinsi Kalimantan Utara
1696;Pegawai 576;Perancis;27/06/2019;BPK Perwakilan Provinsi Bangka Belitung
1697;Pegawai 433;Perancis;13/03/2019;BPK Perwakilan Provinsi Kalimantan Tengah
1698;Pegawai 1244;Arab;07/10/2021;BPK Perwakilan Provinsi Kalimantan Barat
1699;Pegawai 885;Jerman;10/10/2019;BPK Perwakilan Provinsi Kalimantan Tengah
1700;Pegawai 1826;Jerman;14/11/2021;BPK Perwakilan Provinsi Sulawesi Utara
1701;Pegawai 397;China/Mandarin;31/01/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
1702;Pegawai 1327;Perancis;18/02/2022;BPK Perwakilan Provinsi Sumatera Barat
1703;Pegawai 1713;English;08/10/2021;BPK Perwakilan Provinsi Kalimantan Utara
1704;Pegawai 571;Jepang;28/02/2021;BPK Perwakilan Provinsi Kalimantan Barat
1705;Pegawai 465;China/Mandarin;15/02/2020;BPK Perwakilan Provinsi Jawa Timur
1706;Pegawai 1328;Perancis;30/09/2020;BPK Perwakilan Provinsi Kalimantan Tengah
1707;Pegawai 799;English;04/07/2020;BPK Perwakilan Provinsi Maluku Utara
1708;Pegawai 905;English;26/11/2020;BPK Perwakilan Provinsi Bengkulu
1709;Pegawai 132;China/Mandarin;25/10/2020;BPK Perwakilan Provinsi Kepulauan Riau
1710;Pegawai 1284;Arab;17/08/2019;BPK Perwakilan Provinsi Sulawesi Tengah
1711;Pegawai 1682;Perancis;20/05/2019;BPK Perwakilan Provinsi Kalimantan Utara
1712;Pegawai 998;Jerman;07/02/2019;BPK Perwakilan Provinsi Jawa Tengah
1713;Pegawai 978;China/Mandarin;09/06/2019;BPK Perwakilan Provinsi Riau
1714;Pegawai 77;English;11/04/2020;BPK Perwakilan Provinsi Sulawesi Tengah
1715;Pegawai 1760;Perancis;06/09/2019;BPK Perwakilan Provinsi Papua Barat
1716;Pegawai 464;Jepang;25/07/2020;BPK Perwakilan Provinsi Kalimantan Timur
1717;Pegawai 986;Perancis;27/05/2022;BPK Perwakilan Provinsi Maluku
1718;Pegawai 927;English;03/08/2019;BPK Perwakilan Provinsi Jambi
1719;Pegawai 1510;Perancis;16/02/2021;BPK Perwakilan Provinsi Jawa Tengah
1720;Pegawai 1182;Perancis;02/03/2019;BPK Perwakilan Provinsi Sulawesi Barat
1721;Pegawai 1683;Jerman;08/02/2019;BPK Perwakilan Provinsi Sumatera Selatan
1722;Pegawai 1140;China/Mandarin;20/12/2019;BPK Perwakilan Provinsi Sulawesi Tenggara
1723;Pegawai 1720;Jepang;18/04/2021;BPK Perwakilan Provinsi DKI Jakarta
1724;Pegawai 391;English;29/12/2021;BPK Perwakilan Provinsi Aceh
1725;Pegawai 76;Jerman;27/07/2021;BPK Perwakilan Provinsi Sulawesi Utara
1726;Pegawai 208;Perancis;19/04/2020;BPK Perwakilan Provinsi Bali
1727;Pegawai 1742;China/Mandarin;23/07/2019;BPK Perwakilan Provinsi Sulawesi Selatan
1728;Pegawai 431;English;05/01/2021;BPK Perwakilan Provinsi Sumatera Utara
1729;Pegawai 1419;Perancis;04/09/2022;BPK Perwakilan Provinsi Jambi
1730;Pegawai 454;English;07/12/2019;BPK Perwakilan Provinsi Jambi
1731;Pegawai 852;English;12/12/2021;BPK Perwakilan Provinsi Bengkulu
1732;Pegawai 799;Jepang;07/03/2020;BPK Perwakilan Provinsi Maluku Utara
1733;Pegawai 400;Perancis;08/12/2020;BPK Perwakilan Provinsi Jawa Tengah
1734;Pegawai 144;Perancis;03/11/2022;BPK Perwakilan Provinsi DI Yogyakarta
1735;Pegawai 1724;Perancis;11/05/2020;BPK Perwakilan Provinsi Jambi
1736;Pegawai 1322;China/Mandarin;08/04/2021;BPK Perwakilan Provinsi DKI Jakarta
1737;Pegawai 540;Jerman;20/04/2021;BPK Perwakilan Provinsi Jawa Tengah
1738;Pegawai 962;China/Mandarin;20/01/2021;BPK Perwakilan Provinsi Maluku
1739;Pegawai 1985;Arab;06/01/2021;BPK Perwakilan Provinsi Bengkulu
1740;Pegawai 940;Arab;01/10/2020;BPK Perwakilan Provinsi Kalimantan Barat
1741;Pegawai 206;Jepang;23/01/2021;BPK Perwakilan Provinsi Papua
1742;Pegawai 103;Perancis;14/12/2020;BPK Perwakilan Provinsi Papua
1743;Pegawai 1951;Jepang;07/01/2020;BPK Perwakilan Provinsi DI Yogyakarta
1744;Pegawai 1596;Arab;21/06/2019;BPK Perwakilan Provinsi Sulawesi Utara
1745;Pegawai 335;China/Mandarin;30/06/2021;BPK Perwakilan Provinsi Sumatera Barat
1746;Pegawai 504;Jerman;10/01/2022;BPK Perwakilan Provinsi DI Yogyakarta
1747;Pegawai 1847;Perancis;09/08/2022;BPK Perwakilan Provinsi Kalimantan Timur
1748;Pegawai 503;English;03/01/2020;BPK Perwakilan Provinsi Sulawesi Tenggara
1749;Pegawai 1551;China/Mandarin;23/07/2022;BPK Perwakilan Provinsi Sulawesi Selatan
1750;Pegawai 1763;Arab;21/11/2021;BPK Perwakilan Provinsi Sumatera Barat
1751;Pegawai 1633;English;24/12/2021;BPK Perwakilan Provinsi Kepulauan Riau
1752;Pegawai 360;China/Mandarin;06/02/2019;BPK Perwakilan Provinsi Maluku
1753;Pegawai 500;Arab;04/03/2022;BPK Perwakilan Provinsi Kalimantan Barat
1754;Pegawai 1160;Jepang;17/11/2019;BPK Perwakilan Provinsi Nusa Tenggara Barat
1755;Pegawai 865;English;26/05/2021;BPK Perwakilan Provinsi Kalimantan Selatan
1756;Pegawai 1725;English;03/09/2021;BPK Perwakilan Provinsi DI Yogyakarta
1757;Pegawai 670;China/Mandarin;07/04/2019;BPK Perwakilan Provinsi DKI Jakarta
1758;Pegawai 1093;China/Mandarin;22/12/2020;BPK Perwakilan Provinsi Sulawesi Utara
1759;Pegawai 1500;Jerman;30/10/2022;BPK Perwakilan Provinsi Jawa Tengah
1760;Pegawai 1216;English;04/09/2022;BPK Perwakilan Provinsi Sulawesi Tenggara
1761;Pegawai 91;Perancis;06/09/2019;BPK Perwakilan Provinsi Banten
1762;Pegawai 512;Jerman;29/06/2019;BPK Perwakilan Provinsi Bengkulu
1763;Pegawai 998;China/Mandarin;30/12/2019;BPK Perwakilan Provinsi Jawa Tengah
1764;Pegawai 1908;Jepang;27/06/2019;BPK Perwakilan Provinsi Maluku
1765;Pegawai 639;Perancis;15/08/2019;BPK Perwakilan Provinsi Sulawesi Tengah
1766;Pegawai 1300;Arab;24/03/2019;BPK Perwakilan Provinsi Sulawesi Barat
1767;Pegawai 230;Arab;27/01/2022;BPK Perwakilan Provinsi Aceh
1768;Pegawai 76;Jerman;08/12/2019;BPK Perwakilan Provinsi Sulawesi Utara
1769;Pegawai 1294;Jepang;28/04/2019;BPK Perwakilan Provinsi Kalimantan Tengah
1770;Pegawai 1743;English;15/07/2020;BPK Perwakilan Provinsi Gorontalo
1771;Pegawai 926;Arab;01/07/2020;BPK Perwakilan Provinsi Bengkulu
1772;Pegawai 244;Jepang;20/03/2022;BPK Perwakilan Provinsi Sulawesi Barat
1773;Pegawai 1565;English;13/03/2019;BPK Perwakilan Provinsi Sumatera Utara
1774;Pegawai 137;Perancis;19/02/2020;BPK Perwakilan Provinsi Papua
1775;Pegawai 256;Perancis;19/02/2022;BPK Perwakilan Provinsi Papua Barat
1776;Pegawai 128;Perancis;09/08/2022;BPK Perwakilan Provinsi Sumatera Utara
1777;Pegawai 1568;English;06/12/2022;BPK Perwakilan Provinsi Jawa Timur
1778;Pegawai 407;Arab;24/04/2020;BPK Perwakilan Provinsi Sumatera Utara
1779;Pegawai 1573;Arab;25/11/2022;BPK Perwakilan Provinsi Kalimantan Timur
1780;Pegawai 711;China/Mandarin;08/09/2019;BPK Perwakilan Provinsi Bengkulu
1781;Pegawai 325;Jerman;10/12/2021;BPK Perwakilan Provinsi Jawa Timur
1782;Pegawai 1677;China/Mandarin;21/09/2021;BPK Perwakilan Provinsi Jambi
1783;Pegawai 825;Arab;14/05/2020;BPK Perwakilan Provinsi Jawa Tengah
1784;Pegawai 237;Jerman;05/05/2021;BPK Perwakilan Provinsi Aceh
1785;Pegawai 268;Perancis;27/05/2022;BPK Perwakilan Provinsi Kalimantan Selatan
1786;Pegawai 337;English;02/06/2020;BPK Perwakilan Provinsi Bengkulu
1787;Pegawai 416;Jepang;22/12/2022;BPK Perwakilan Provinsi Sulawesi Selatan
1788;Pegawai 1438;Jerman;13/04/2022;BPK Perwakilan Provinsi Maluku
1789;Pegawai 743;Arab;28/08/2020;BPK Perwakilan Provinsi Bali
1790;Pegawai 1474;Jerman;02/07/2021;BPK Perwakilan Provinsi Nusa Tenggara Timur
1791;Pegawai 922;China/Mandarin;25/10/2019;BPK Perwakilan Provinsi Jawa Tengah
1792;Pegawai 1266;Jerman;01/04/2021;BPK Perwakilan Provinsi Papua Barat
1793;Pegawai 995;English;18/03/2020;BPK Perwakilan Provinsi Sumatera Selatan
1794;Pegawai 531;Jepang;02/03/2022;BPK Perwakilan Provinsi Maluku Utara
1795;Pegawai 1116;China/Mandarin;16/02/2022;BPK Perwakilan Provinsi Kalimantan Tengah
1796;Pegawai 507;Jerman;11/12/2022;BPK Perwakilan Provinsi Bengkulu
1797;Pegawai 922;Jerman;06/05/2020;BPK Perwakilan Provinsi Jawa Tengah
1798;Pegawai 1614;Perancis;16/02/2019;BPK Perwakilan Provinsi Kalimantan Barat
1799;Pegawai 1553;China/Mandarin;30/06/2019;BPK Perwakilan Provinsi Gorontalo
1800;Pegawai 1733;Jepang;20/05/2019;BPK Perwakilan Provinsi DI Yogyakarta
1801;Pegawai 300;Arab;30/11/2022;BPK Perwakilan Provinsi Sulawesi Barat
1802;Pegawai 652;Jerman;03/02/2021;BPK Perwakilan Provinsi Bengkulu
1803;Pegawai 141;Jepang;05/04/2022;BPK Perwakilan Provinsi Jawa Timur
1804;Pegawai 557;English;01/05/2021;BPK Perwakilan Provinsi Kalimantan Utara
1805;Pegawai 1275;Arab;09/09/2021;BPK Perwakilan Provinsi Kalimantan Timur
1806;Pegawai 303;Perancis;15/01/2021;BPK Perwakilan Provinsi Kalimantan Selatan
1807;Pegawai 1217;China/Mandarin;12/11/2021;BPK Perwakilan Provinsi Papua Barat
1808;Pegawai 605;China/Mandarin;31/08/2019;BPK Perwakilan Provinsi Maluku
1809;Pegawai 585;Perancis;08/07/2020;BPK Perwakilan Provinsi Sulawesi Tengah
1810;Pegawai 286;Jepang;17/01/2022;BPK Perwakilan Provinsi Kalimantan Selatan
1811;Pegawai 419;Jepang;01/09/2022;BPK Perwakilan Provinsi Nusa Tenggara Barat
1812;Pegawai 765;English;25/10/2020;BPK Perwakilan Provinsi Bangka Belitung
1813;Pegawai 932;Jerman;13/01/2022;BPK Perwakilan Provinsi Maluku
1814;Pegawai 582;English;22/05/2022;BPK Perwakilan Provinsi Sumatera Selatan
1815;Pegawai 588;English;25/04/2022;BPK Perwakilan Provinsi Jawa Barat
1816;Pegawai 1618;Arab;30/04/2021;BPK Perwakilan Provinsi Sulawesi Tenggara
1817;Pegawai 939;Arab;17/07/2019;BPK Perwakilan Provinsi Sulawesi Tengah
1818;Pegawai 1272;Perancis;11/08/2021;BPK Perwakilan Provinsi Sumatera Selatan
1819;Pegawai 713;Jepang;27/06/2022;BPK Perwakilan Provinsi Kalimantan Utara
1820;Pegawai 125;China/Mandarin;12/12/2021;BPK Perwakilan Provinsi Lampung
1821;Pegawai 1819;Jepang;07/02/2021;BPK Perwakilan Provinsi Sulawesi Tengah
1822;Pegawai 1327;Jerman;05/06/2021;BPK Perwakilan Provinsi Sumatera Barat
1823;Pegawai 1410;Perancis;02/12/2021;BPK Perwakilan Provinsi DKI Jakarta
1824;Pegawai 1942;China/Mandarin;24/10/2022;BPK Perwakilan Provinsi Kalimantan Timur
1825;Pegawai 1326;Jepang;02/04/2020;BPK Perwakilan Provinsi Sumatera Barat
1826;Pegawai 1322;China/Mandarin;28/06/2022;BPK Perwakilan Provinsi DKI Jakarta
1827;Pegawai 1971;English;08/12/2020;BPK Perwakilan Provinsi Jambi
1828;Pegawai 814;China/Mandarin;25/11/2022;BPK Perwakilan Provinsi Kalimantan Utara
1829;Pegawai 813;Jepang;13/09/2021;BPK Perwakilan Provinsi Sulawesi Selatan
1830;Pegawai 41;English;16/07/2020;BPK Perwakilan Provinsi Jawa Barat
1831;Pegawai 250;English;07/09/2019;BPK Perwakilan Provinsi Sulawesi Utara
1832;Pegawai 285;Jerman;28/10/2020;BPK Perwakilan Provinsi Jawa Tengah
1833;Pegawai 896;Jerman;05/12/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
1834;Pegawai 1310;Jerman;06/12/2021;BPK Perwakilan Provinsi Riau
1835;Pegawai 826;Jepang;10/02/2019;BPK Perwakilan Provinsi Bali
1836;Pegawai 1838;China/Mandarin;05/02/2021;BPK Perwakilan Provinsi Jawa Tengah
1837;Pegawai 1030;Arab;21/12/2020;BPK Perwakilan Provinsi DKI Jakarta
1838;Pegawai 1784;Perancis;21/05/2021;BPK Perwakilan Provinsi Sulawesi Selatan
1839;Pegawai 909;Arab;22/07/2019;BPK Perwakilan Provinsi DI Yogyakarta
1840;Pegawai 1718;Jerman;02/10/2020;BPK Perwakilan Provinsi Jawa Barat
1841;Pegawai 201;Perancis;11/06/2022;BPK Perwakilan Provinsi Kalimantan Timur
1842;Pegawai 1538;Perancis;12/12/2021;BPK Perwakilan Provinsi Maluku
1843;Pegawai 1973;Jerman;09/06/2020;BPK Perwakilan Provinsi Banten
1844;Pegawai 739;English;08/07/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
1845;Pegawai 1825;Perancis;04/12/2019;BPK Perwakilan Provinsi Kalimantan Utara
1846;Pegawai 1054;Jepang;25/07/2022;BPK Perwakilan Provinsi Papua Barat
1847;Pegawai 38;Arab;29/03/2021;BPK Perwakilan Provinsi Sulawesi Tengah
1848;Pegawai 639;China/Mandarin;06/07/2019;BPK Perwakilan Provinsi Sulawesi Tengah
1849;Pegawai 1332;Arab;15/05/2019;BPK Perwakilan Provinsi DKI Jakarta
1850;Pegawai 34;English;03/08/2022;BPK Perwakilan Provinsi Sulawesi Barat
1851;Pegawai 1985;Jepang;27/10/2020;BPK Perwakilan Provinsi Bengkulu
1852;Pegawai 834;China/Mandarin;16/08/2021;BPK Perwakilan Provinsi Papua
1853;Pegawai 679;Perancis;22/02/2022;BPK Perwakilan Provinsi Sumatera Selatan
1854;Pegawai 583;Perancis;28/02/2022;BPK Perwakilan Provinsi Maluku
1855;Pegawai 268;Perancis;22/09/2022;BPK Perwakilan Provinsi Kalimantan Selatan
1856;Pegawai 1017;Arab;23/06/2022;BPK Perwakilan Provinsi Gorontalo
1857;Pegawai 1614;Perancis;02/11/2019;BPK Perwakilan Provinsi Kalimantan Barat
1858;Pegawai 1384;China/Mandarin;01/08/2021;BPK Perwakilan Provinsi Kalimantan Tengah
1859;Pegawai 1578;Arab;17/10/2020;BPK Perwakilan Provinsi Sulawesi Utara
1860;Pegawai 1238;English;11/10/2022;BPK Perwakilan Provinsi Jawa Timur
1861;Pegawai 1281;Jepang;18/05/2021;BPK Perwakilan Provinsi Papua Barat
1862;Pegawai 104;Arab;27/11/2021;BPK Perwakilan Provinsi Jawa Timur
1863;Pegawai 760;Perancis;03/06/2021;BPK Perwakilan Provinsi Papua Barat
1864;Pegawai 1020;Arab;14/07/2022;BPK Perwakilan Provinsi Gorontalo
1865;Pegawai 705;Jepang;15/06/2019;BPK Perwakilan Provinsi Papua
1866;Pegawai 37;Arab;27/02/2020;BPK Perwakilan Provinsi Jawa Tengah
1867;Pegawai 460;China/Mandarin;13/08/2019;BPK Perwakilan Provinsi Jawa Tengah
1868;Pegawai 1360;Jerman;09/03/2019;BPK Perwakilan Provinsi Sulawesi Utara
1869;Pegawai 603;Arab;06/05/2022;BPK Perwakilan Provinsi Sulawesi Selatan
1870;Pegawai 806;Arab;10/02/2020;BPK Perwakilan Provinsi Maluku Utara
1871;Pegawai 1807;English;17/10/2019;BPK Perwakilan Provinsi Kalimantan Barat
1872;Pegawai 1127;China/Mandarin;10/01/2022;BPK Perwakilan Provinsi Sulawesi Barat
1873;Pegawai 501;China/Mandarin;04/12/2021;BPK Perwakilan Provinsi Kalimantan Utara
1874;Pegawai 1442;English;22/02/2020;BPK Perwakilan Provinsi Aceh
1875;Pegawai 1888;Jepang;13/10/2019;BPK Perwakilan Provinsi Kepulauan Riau
1876;Pegawai 1280;Arab;20/10/2019;BPK Perwakilan Provinsi Sulawesi Tengah
1877;Pegawai 1729;Jerman;15/08/2022;BPK Perwakilan Provinsi Sumatera Barat
1878;Pegawai 785;Perancis;17/07/2021;BPK Perwakilan Provinsi Nusa Tenggara Timur
1879;Pegawai 1474;Perancis;19/12/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
1880;Pegawai 1759;China/Mandarin;17/09/2021;BPK Perwakilan Provinsi Maluku
1881;Pegawai 281;English;07/06/2019;BPK Perwakilan Provinsi DI Yogyakarta
1882;Pegawai 477;Jerman;16/06/2020;BPK Perwakilan Provinsi Gorontalo
1883;Pegawai 181;Perancis;14/05/2019;BPK Perwakilan Provinsi Sumatera Utara
1884;Pegawai 1287;Perancis;14/09/2020;BPK Perwakilan Provinsi DI Yogyakarta
1885;Pegawai 1751;English;22/05/2019;BPK Perwakilan Provinsi Jawa Barat
1886;Pegawai 520;Jepang;05/05/2020;BPK Perwakilan Provinsi Maluku Utara
1887;Pegawai 454;English;07/09/2019;BPK Perwakilan Provinsi Jambi
1888;Pegawai 247;English;28/07/2022;BPK Perwakilan Provinsi Bali
1889;Pegawai 1109;Perancis;31/12/2020;BPK Perwakilan Provinsi Nusa Tenggara Timur
1890;Pegawai 433;China/Mandarin;21/12/2020;BPK Perwakilan Provinsi Kalimantan Tengah
1891;Pegawai 1535;China/Mandarin;10/08/2021;BPK Perwakilan Provinsi Sulawesi Barat
1892;Pegawai 1524;Jerman;25/07/2022;BPK Perwakilan Provinsi Kepulauan Riau
1893;Pegawai 273;Jerman;25/07/2020;BPK Perwakilan Provinsi Jambi
1894;Pegawai 1196;Arab;07/10/2021;BPK Perwakilan Provinsi Papua
1895;Pegawai 589;China/Mandarin;08/06/2020;BPK Perwakilan Provinsi Nusa Tenggara Barat
1896;Pegawai 444;Jerman;31/03/2021;BPK Perwakilan Provinsi Sumatera Utara
1897;Pegawai 1151;Jepang;22/05/2022;BPK Perwakilan Provinsi Jawa Tengah
1898;Pegawai 218;Jepang;18/09/2022;BPK Perwakilan Provinsi Kalimantan Timur
1899;Pegawai 982;English;31/08/2019;BPK Perwakilan Provinsi Kalimantan Utara
1900;Pegawai 191;China/Mandarin;21/11/2020;BPK Perwakilan Provinsi Aceh
1901;Pegawai 520;China/Mandarin;24/05/2020;BPK Perwakilan Provinsi Maluku Utara
1902;Pegawai 1470;China/Mandarin;07/10/2020;BPK Perwakilan Provinsi Nusa Tenggara Barat
1903;Pegawai 1927;China/Mandarin;12/01/2022;BPK Perwakilan Provinsi Bengkulu
1904;Pegawai 8;Jepang;01/08/2019;BPK Perwakilan Provinsi Jawa Tengah
1905;Pegawai 69;Jepang;07/03/2021;BPK Perwakilan Provinsi Banten
1906;Pegawai 936;English;20/12/2019;BPK Perwakilan Provinsi Maluku Utara
1907;Pegawai 862;China/Mandarin;24/09/2022;BPK Perwakilan Provinsi Kalimantan Utara
1908;Pegawai 196;China/Mandarin;08/01/2022;BPK Perwakilan Provinsi Kalimantan Tengah
1909;Pegawai 1323;English;14/01/2022;BPK Perwakilan Provinsi Gorontalo
1910;Pegawai 1094;Jepang;25/02/2019;BPK Perwakilan Provinsi Sulawesi Tengah
1911;Pegawai 1184;Jerman;31/03/2020;BPK Perwakilan Provinsi Sumatera Utara
1912;Pegawai 223;Jerman;12/02/2020;BPK Perwakilan Provinsi Riau
1913;Pegawai 285;Perancis;17/02/2019;BPK Perwakilan Provinsi Jawa Tengah
1914;Pegawai 400;China/Mandarin;08/03/2019;BPK Perwakilan Provinsi Jawa Tengah
1915;Pegawai 644;Jepang;11/08/2019;BPK Perwakilan Provinsi Kepulauan Riau
1916;Pegawai 1261;Arab;01/07/2020;BPK Perwakilan Provinsi Jambi
1917;Pegawai 1184;China/Mandarin;19/12/2021;BPK Perwakilan Provinsi Sumatera Utara
1918;Pegawai 685;Jepang;14/09/2019;BPK Perwakilan Provinsi Nusa Tenggara Timur
1919;Pegawai 87;Jerman;24/08/2021;BPK Perwakilan Provinsi Kepulauan Riau
1920;Pegawai 1740;Jepang;02/10/2022;BPK Perwakilan Provinsi Sulawesi Selatan
1921;Pegawai 1565;Arab;25/12/2020;BPK Perwakilan Provinsi Sumatera Utara
1922;Pegawai 1513;Arab;28/03/2022;BPK Perwakilan Provinsi Jawa Tengah
1923;Pegawai 1596;Jepang;31/01/2019;BPK Perwakilan Provinsi Sulawesi Utara
1924;Pegawai 122;Arab;15/10/2022;BPK Perwakilan Provinsi Maluku
1925;Pegawai 1397;Jerman;17/05/2019;BPK Perwakilan Provinsi Bali
1926;Pegawai 1508;China/Mandarin;25/06/2019;BPK Perwakilan Provinsi Riau
1927;Pegawai 154;China/Mandarin;26/12/2022;BPK Perwakilan Provinsi Papua
1928;Pegawai 1429;China/Mandarin;11/11/2019;BPK Perwakilan Provinsi Kalimantan Tengah
1929;Pegawai 885;Perancis;12/11/2019;BPK Perwakilan Provinsi Kalimantan Tengah
1930;Pegawai 334;China/Mandarin;14/08/2022;BPK Perwakilan Provinsi Jawa Timur
1931;Pegawai 1407;Jepang;30/01/2022;BPK Perwakilan Provinsi Maluku Utara
