tpa_id;pegawai_nama;tpa_nilai;tpa_tahun
;Pegawai 1776;712;31/12/2022
;Pegawai 1777;790;31/12/2022
;Pegawai 1778;444;31/12/2022
;Pegawai 1779;530;31/12/2022
;Pegawai 1780;479;31/12/2022
;Pegawai 1781;446;31/12/2022
;Pegawai 1782;519;31/12/2022
;Pegawai 1783;657;31/12/2022
;Pegawai 1784;538;31/12/2022
;Pegawai 1785;762;31/12/2022
;Pegawai 1786;622;31/12/2022
;Pegawai 1787;458;31/12/2022
;Pegawai 1788;534;31/12/2022
;Pegawai 1789;788;31/12/2022
;Pegawai 1790;530;31/12/2022
;Pegawai 1791;407;31/12/2022
;Pegawai 1792;572;31/12/2022
;Pegawai 1793;682;31/12/2022
;Pegawai 1794;758;31/12/2022
;Pegawai 1795;706;31/12/2022
;Pegawai 1796;753;31/12/2022
;Pegawai 1797;642;31/12/2022
;Pegawai 1798;616;31/12/2022
;Pegawai 1799;784;31/12/2022
;Pegawai 1800;561;31/12/2022
;Pegawai 1801;681;31/12/2022
;Pegawai 1802;668;31/12/2022
;Pegawai 1803;742;31/12/2022
;Pegawai 1804;408;31/12/2022
;Pegawai 1805;495;31/12/2022
;Pegawai 1806;735;31/12/2022
;Pegawai 1807;479;31/12/2022
;Pegawai 1808;432;31/12/2022
;Pegawai 1809;591;31/12/2022
;Pegawai 1810;789;31/12/2022
;Pegawai 1811;457;31/12/2022
;Pegawai 1812;594;31/12/2022
;Pegawai 1813;668;31/12/2022
;Pegawai 1814;681;31/12/2022
;Pegawai 1815;659;31/12/2022
;Pegawai 1816;764;31/12/2022
;Pegawai 1817;499;31/12/2022
;Pegawai 1818;590;31/12/2022
;Pegawai 1819;419;31/12/2022
;Pegawai 1820;675;31/12/2022
;Pegawai 1821;452;31/12/2022
;Pegawai 1822;514;31/12/2022
;Pegawai 1823;438;31/12/2022
;Pegawai 1824;605;31/12/2022
;Pegawai 1825;779;31/12/2022
;Pegawai 1826;664;31/12/2022
;Pegawai 1827;524;31/12/2022
;Pegawai 1828;685;31/12/2022
;Pegawai 1829;515;31/12/2022
;Pegawai 1830;604;31/12/2022
;Pegawai 1831;638;31/12/2022
;Pegawai 1832;759;31/12/2022
;Pegawai 1833;785;31/12/2022
;Pegawai 1834;529;31/12/2022
;Pegawai 1835;515;31/12/2022
;Pegawai 1836;408;31/12/2022
;Pegawai 1837;550;31/12/2022
;Pegawai 1838;691;31/12/2022
;Pegawai 1839;694;31/12/2022
;Pegawai 1840;663;31/12/2022
;Pegawai 1841;777;31/12/2022
;Pegawai 1842;766;31/12/2022
;Pegawai 1843;460;31/12/2022
;Pegawai 1844;595;31/12/2022
;Pegawai 1845;763;31/12/2022
;Pegawai 1846;455;31/12/2022
;Pegawai 1847;715;31/12/2022
;Pegawai 1848;705;31/12/2022
;Pegawai 1849;728;31/12/2022
;Pegawai 1850;728;31/12/2022
;Pegawai 1851;729;31/12/2022
;Pegawai 1852;478;31/12/2022
;Pegawai 1853;469;31/12/2022
;Pegawai 1854;481;31/12/2022
;Pegawai 1855;786;31/12/2022
;Pegawai 1856;581;31/12/2022
;Pegawai 1857;736;31/12/2022
;Pegawai 1858;619;31/12/2022
;Pegawai 1859;577;31/12/2022
;Pegawai 1860;606;31/12/2022
;Pegawai 1861;587;31/12/2022
;Pegawai 1862;445;31/12/2022
;Pegawai 1863;582;31/12/2022
;Pegawai 1864;674;31/12/2022
;Pegawai 1865;714;31/12/2022
;Pegawai 1866;452;31/12/2022
;Pegawai 1867;424;31/12/2022
;Pegawai 1868;528;31/12/2022
;Pegawai 1869;555;31/12/2022
;Pegawai 1870;729;31/12/2022
;Pegawai 1871;607;31/12/2022
;Pegawai 1872;530;31/12/2022
;Pegawai 1873;778;31/12/2022
;Pegawai 1874;790;31/12/2022
;Pegawai 1875;714;31/12/2022
;Pegawai 1876;592;31/12/2022
;Pegawai 1877;424;31/12/2022
;Pegawai 1878;800;31/12/2022
;Pegawai 1879;598;31/12/2022
;Pegawai 1880;795;31/12/2022
;Pegawai 1881;490;31/12/2022
;Pegawai 1882;532;31/12/2022
;Pegawai 1883;452;31/12/2022
;Pegawai 1884;582;31/12/2022
;Pegawai 1885;627;31/12/2022
;Pegawai 1886;752;31/12/2022
;Pegawai 1887;738;31/12/2022
;Pegawai 1888;462;31/12/2022
;Pegawai 1889;718;31/12/2022
;Pegawai 1890;435;31/12/2022
;Pegawai 1891;532;31/12/2022
;Pegawai 1892;795;31/12/2022
;Pegawai 1893;612;31/12/2022
;Pegawai 1894;410;31/12/2022
;Pegawai 1895;687;31/12/2022
;Pegawai 1896;464;31/12/2022
;Pegawai 1897;763;31/12/2022
;Pegawai 1898;701;31/12/2022
;Pegawai 1899;677;31/12/2022
;Pegawai 1900;680;31/12/2022
;Pegawai 1901;673;31/12/2022
;Pegawai 1902;575;31/12/2022
;Pegawai 1903;734;31/12/2022
;Pegawai 1904;734;31/12/2022
;Pegawai 1905;463;31/12/2022
;Pegawai 1906;768;31/12/2022
;Pegawai 1907;508;31/12/2022
;Pegawai 1908;755;31/12/2022
;Pegawai 1909;471;31/12/2022
;Pegawai 1910;631;31/12/2022
;Pegawai 1911;407;31/12/2022
;Pegawai 1912;776;31/12/2022
;Pegawai 1913;574;31/12/2022
;Pegawai 1914;428;31/12/2022
;Pegawai 1915;681;31/12/2022
;Pegawai 1916;713;31/12/2022
;Pegawai 1917;553;31/12/2022
;Pegawai 1918;423;31/12/2022
;Pegawai 1919;505;31/12/2022
;Pegawai 1920;575;31/12/2022
;Pegawai 1921;725;31/12/2022
;Pegawai 1922;636;31/12/2022
;Pegawai 1923;767;31/12/2022
;Pegawai 1924;649;31/12/2022
;Pegawai 1925;526;31/12/2022
;Pegawai 1926;530;31/12/2022
;Pegawai 1927;736;31/12/2022
;Pegawai 1928;526;31/12/2022
;Pegawai 1929;749;31/12/2022
;Pegawai 1930;717;31/12/2022
;Pegawai 1931;508;31/12/2022
;Pegawai 1932;748;31/12/2022
;Pegawai 1933;790;31/12/2022
;Pegawai 1934;442;31/12/2022
;Pegawai 1935;776;31/12/2022
;Pegawai 1936;640;31/12/2022
;Pegawai 1937;461;31/12/2022
;Pegawai 1938;615;31/12/2022
;Pegawai 1939;457;31/12/2022
;Pegawai 1940;413;31/12/2022
;Pegawai 1941;733;31/12/2022
;Pegawai 1942;485;31/12/2022
;Pegawai 1943;746;31/12/2022
;Pegawai 1944;615;31/12/2022
;Pegawai 1945;654;31/12/2022
;Pegawai 1946;731;31/12/2022
;Pegawai 1947;525;31/12/2022
;Pegawai 1948;523;31/12/2022
;Pegawai 1949;660;31/12/2022
;Pegawai 1950;741;31/12/2022
;Pegawai 1951;551;31/12/2022
;Pegawai 1952;581;31/12/2022
;Pegawai 1953;638;31/12/2022
;Pegawai 1954;657;31/12/2022
;Pegawai 1955;425;31/12/2022
;Pegawai 1956;688;31/12/2022
;Pegawai 1957;521;31/12/2022
;Pegawai 1958;777;31/12/2022
;Pegawai 1959;534;31/12/2022
;Pegawai 1960;527;31/12/2022
;Pegawai 1961;595;31/12/2022
;Pegawai 1962;475;31/12/2022
;Pegawai 1963;768;31/12/2022
;Pegawai 1964;778;31/12/2022
;Pegawai 1965;590;31/12/2022
;Pegawai 1966;476;31/12/2022
;Pegawai 1967;678;31/12/2022
;Pegawai 1968;527;31/12/2022
;Pegawai 1969;656;31/12/2022
;Pegawai 1970;506;31/12/2022
;Pegawai 1971;499;31/12/2022
;Pegawai 1972;694;31/12/2022
;Pegawai 1973;565;31/12/2022
;Pegawai 1974;730;31/12/2022
;Pegawai 1975;422;31/12/2022
;Pegawai 1976;707;31/12/2022
;Pegawai 1977;578;31/12/2022
;Pegawai 1978;459;31/12/2022
;Pegawai 1979;782;31/12/2022
;Pegawai 1980;800;31/12/2022
;Pegawai 1981;725;31/12/2022
;Pegawai 1982;448;31/12/2022
;Pegawai 1983;429;31/12/2022
;Pegawai 1984;573;31/12/2022
;Pegawai 1985;663;31/12/2022
;Pegawai 1986;465;31/12/2022
;Pegawai 1987;663;31/12/2022
;Pegawai 1988;484;31/12/2022
;Pegawai 1989;475;31/12/2022
;Pegawai 1990;420;31/12/2022
;Pegawai 1991;716;31/12/2022
;Pegawai 1992;662;31/12/2022
;Pegawai 1993;588;31/12/2022
;Pegawai 1994;723;31/12/2022
;Pegawai 1995;700;31/12/2022
;Pegawai 1996;774;31/12/2022
;Pegawai 1997;501;31/12/2022
;Pegawai 1998;777;31/12/2022
;Pegawai 1999;456;31/12/2022
;Pegawai 2000;678;31/12/2022
;Pegawai 2001;643;31/12/2022
