pegawai_id;pegawai_nama;pegawai_pendidikan;jabatan_nama;perwakilan;usia;tgl_masuk;tgl_keluar;;;
676;Pegawai 675;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sumatera Selatan;46;05/12/2021;-;;;
677;Pegawai 676;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Aceh;44;08/05/2022;-;;;
678;Pegawai 677;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi DKI Jakarta;35;17/12/2019;-;;;
679;Pegawai 678;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Riau;25;26/02/2021;-;;;
680;Pegawai 679;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Sumatera Selatan;33;30/04/2019;-;;;
681;Pegawai 680;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Nusa Tenggara Timur;44;04/08/2018;04/08/2022;;;
682;Pegawai 681;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sumatera Barat;33;11/07/2019;-;;;
683;Pegawai 682;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sulawesi Tenggara;26;11/11/2020;-;;;
684;Pegawai 683;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Nusa Tenggara Barat;25;28/05/2021;-;;;
685;Pegawai 684;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Kalimantan Timur;29;23/02/2020;-;;;
686;Pegawai 685;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Nusa Tenggara Timur;23;10/05/2019;-;;;
687;Pegawai 686;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Riau;35;26/08/2021;-;;;
688;Pegawai 687;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Sumatera Barat;46;02/07/2021;-;;;
689;Pegawai 688;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Bali;24;10/12/2020;-;;;
690;Pegawai 689;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sulawesi Utara;37;08/05/2018;08/05/2022;;;
691;Pegawai 690;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Jawa Tengah;48;21/02/2022;-;;;
692;Pegawai 691;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sulawesi Barat;32;24/01/2020;-;;;
693;Pegawai 692;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Utara;35;12/03/2018;12/03/2022;;;
694;Pegawai 693;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sumatera Barat;29;26/12/2021;-;;;
695;Pegawai 694;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Jambi;42;26/09/2018;26/09/2022;;;
696;Pegawai 695;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Bangka Belitung;21;28/08/2019;-;;;
697;Pegawai 696;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sulawesi Barat;41;28/03/2020;-;;;
698;Pegawai 697;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Maluku;51;25/04/2021;-;;;
699;Pegawai 698;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Utara;25;15/07/2019;-;;;
700;Pegawai 699;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Sulawesi Tengah;36;29/05/2018;29/05/2022;;;
701;Pegawai 700;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Kalimantan Barat;31;16/02/2019;-;;;
702;Pegawai 701;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Kalimantan Selatan;34;17/10/2018;17/10/2022;;;
703;Pegawai 702;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sumatera Barat;25;04/05/2021;-;;;
704;Pegawai 703;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Papua;31;17/06/2020;-;;;
705;Pegawai 704;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Kalimantan Barat;56;18/02/2020;-;;;
706;Pegawai 705;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Papua;35;16/05/2019;-;;;
707;Pegawai 706;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Maluku Utara;42;30/06/2022;-;;;
708;Pegawai 707;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Nusa Tenggara Timur;33;19/06/2021;-;;;
709;Pegawai 708;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Papua;37;28/07/2019;-;;;
710;Pegawai 709;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Jawa Barat;37;17/04/2020;-;;;
711;Pegawai 710;D4;Arsiparis Muda ;BPK Perwakilan Provinsi DI Yogyakarta;29;11/08/2018;11/08/2022;;;
712;Pegawai 711;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Bengkulu;57;20/05/2021;-;;;
713;Pegawai 712;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Kalimantan Utara;42;22/04/2022;-;;;
714;Pegawai 713;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Kalimantan Utara;39;19/09/2020;-;;;
715;Pegawai 714;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Kalimantan Tengah;52;10/02/2019;-;;;
716;Pegawai 715;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Bangka Belitung;28;13/07/2021;-;;;
717;Pegawai 716;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Jawa Barat;49;20/09/2019;-;;;
718;Pegawai 717;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Utara;24;24/06/2018;24/06/2022;;;
719;Pegawai 718;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sumatera Selatan;47;28/02/2019;-;;;
720;Pegawai 719;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Selatan;21;08/07/2019;-;;;
721;Pegawai 720;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Bali;48;27/07/2021;-;;;
722;Pegawai 721;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Papua Barat;43;19/04/2020;-;;;
723;Pegawai 722;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Kalimantan Barat;51;09/05/2022;-;;;
724;Pegawai 723;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Banten;24;02/01/2021;-;;;
725;Pegawai 724;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sumatera Selatan;24;10/07/2021;-;;;
726;Pegawai 725;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Jawa Barat;49;23/09/2020;-;;;
727;Pegawai 726;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Kalimantan Utara;43;26/05/2020;-;;;
728;Pegawai 727;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Jambi;40;22/03/2019;-;;;
729;Pegawai 728;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sulawesi Tengah;33;29/10/2019;-;;;
730;Pegawai 729;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Tengah;26;21/07/2018;21/07/2022;;;
731;Pegawai 730;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Kalimantan Tengah;31;17/05/2021;-;;;
732;Pegawai 731;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Jambi;21;24/09/2021;-;;;
733;Pegawai 732;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Gorontalo;51;01/08/2019;-;;;
734;Pegawai 733;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Bengkulu;45;17/11/2020;-;;;
735;Pegawai 734;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sulawesi Tenggara;43;18/09/2021;-;;;
736;Pegawai 735;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Papua;44;13/02/2018;13/02/2022;;;
737;Pegawai 736;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Papua Barat;58;07/06/2020;-;;;
738;Pegawai 737;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Lampung;34;18/03/2018;18/03/2022;;;
739;Pegawai 738;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi DI Yogyakarta;39;27/02/2021;-;;;
740;Pegawai 739;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Nusa Tenggara Timur;38;17/12/2021;-;;;
741;Pegawai 740;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sulawesi Utara;58;09/01/2018;09/01/2022;;;
742;Pegawai 741;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Papua Barat;21;20/02/2018;20/02/2022;;;
743;Pegawai 742;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi DI Yogyakarta;56;01/09/2020;-;;;
744;Pegawai 743;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Bali;44;29/05/2018;29/05/2022;;;
745;Pegawai 744;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Kalimantan Barat;49;19/09/2019;-;;;
746;Pegawai 745;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Bangka Belitung;55;18/11/2021;-;;;
747;Pegawai 746;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Maluku Utara;26;15/11/2019;-;;;
748;Pegawai 747;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Tengah;49;18/12/2020;-;;;
749;Pegawai 748;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Riau;51;08/01/2021;-;;;
750;Pegawai 749;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sumatera Barat;27;28/02/2018;28/02/2022;;;
751;Pegawai 750;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Kalimantan Selatan;29;26/06/2022;-;;;
752;Pegawai 751;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Sumatera Barat;33;21/01/2019;-;;;
753;Pegawai 752;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Maluku;47;14/07/2019;-;;;
754;Pegawai 753;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Kalimantan Barat;51;09/09/2020;-;;;
755;Pegawai 754;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Aceh;34;08/02/2018;08/02/2022;;;
756;Pegawai 755;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Jawa Barat;52;02/09/2019;-;;;
757;Pegawai 756;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Papua Barat;52;22/05/2022;-;;;
758;Pegawai 757;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sulawesi Tenggara;51;26/04/2021;-;;;
759;Pegawai 758;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Kalimantan Tengah;35;27/08/2018;27/08/2022;;;
760;Pegawai 759;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Nusa Tenggara Timur;53;12/06/2022;-;;;
761;Pegawai 760;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Papua Barat;27;07/07/2018;07/07/2022;;;
762;Pegawai 761;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Jawa Timur;47;12/12/2021;-;;;
763;Pegawai 762;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Lampung;49;17/12/2018;-;;;
764;Pegawai 763;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Jambi;47;03/10/2018;03/10/2022;;;
765;Pegawai 764;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi DKI Jakarta;47;18/03/2020;-;;;
766;Pegawai 765;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Bangka Belitung;52;02/05/2022;-;;;
767;Pegawai 766;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Sulawesi Utara;36;04/03/2019;-;;;
768;Pegawai 767;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Bangka Belitung;26;26/05/2018;26/05/2022;;;
769;Pegawai 768;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi DKI Jakarta;52;18/03/2019;-;;;
770;Pegawai 769;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Barat;26;15/06/2022;-;;;
771;Pegawai 770;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Lampung;40;14/12/2020;-;;;
772;Pegawai 771;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Jawa Barat;50;02/06/2019;-;;;
773;Pegawai 772;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Banten;42;11/12/2021;-;;;
774;Pegawai 773;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Jambi;43;17/10/2021;-;;;
775;Pegawai 774;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Kepulauan Riau;41;28/05/2021;-;;;
776;Pegawai 775;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Papua;23;04/07/2022;-;;;
777;Pegawai 776;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Jawa Barat;50;11/03/2019;-;;;
778;Pegawai 777;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Selatan;44;28/05/2020;-;;;
779;Pegawai 778;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sulawesi Utara;58;04/07/2019;-;;;
780;Pegawai 779;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sulawesi Barat;43;09/03/2018;09/03/2022;;;
781;Pegawai 780;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Tengah;53;23/05/2019;-;;;
782;Pegawai 781;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Kalimantan Barat;33;18/09/2021;-;;;
783;Pegawai 782;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Aceh;51;13/06/2019;-;;;
784;Pegawai 783;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Maluku;37;06/10/2021;-;;;
785;Pegawai 784;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Riau;50;26/03/2020;-;;;
786;Pegawai 785;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Nusa Tenggara Timur;40;07/03/2022;-;;;
787;Pegawai 786;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Papua Barat;54;07/03/2019;-;;;
788;Pegawai 787;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Bengkulu;48;12/05/2020;-;;;
789;Pegawai 788;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Riau;24;10/12/2019;-;;;
790;Pegawai 789;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Kalimantan Selatan;44;30/11/2018;30/11/2022;;;
791;Pegawai 790;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Lampung;28;31/07/2019;-;;;
792;Pegawai 791;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Maluku Utara;53;18/08/2018;18/08/2022;;;
793;Pegawai 792;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Kalimantan Timur;29;14/03/2018;14/03/2022;;;
794;Pegawai 793;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sumatera Barat;52;24/10/2021;-;;;
795;Pegawai 794;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Bengkulu;49;12/09/2018;12/09/2022;;;
796;Pegawai 795;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sumatera Utara;51;21/12/2021;-;;;
797;Pegawai 796;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Gorontalo;45;12/01/2021;-;;;
798;Pegawai 797;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Jawa Barat;34;15/11/2018;15/11/2022;;;
799;Pegawai 798;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Sumatera Utara;38;24/06/2022;-;;;
800;Pegawai 799;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Maluku Utara;26;20/02/2019;-;;;
801;Pegawai 800;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Kalimantan Timur;32;06/06/2020;-;;;
802;Pegawai 801;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sulawesi Tengah;47;16/04/2020;-;;;
803;Pegawai 802;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Bengkulu;22;10/04/2020;-;;;
804;Pegawai 803;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Tengah;30;15/08/2021;-;;;
805;Pegawai 804;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Banten;24;12/05/2022;-;;;
806;Pegawai 805;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi DKI Jakarta;21;17/04/2022;-;;;
807;Pegawai 806;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Maluku Utara;28;09/07/2021;-;;;
808;Pegawai 807;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Aceh;52;25/07/2022;-;;;
809;Pegawai 808;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sulawesi Selatan;27;12/03/2018;12/03/2022;;;
810;Pegawai 809;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Gorontalo;29;16/10/2018;16/10/2022;;;
811;Pegawai 810;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Kalimantan Tengah;36;19/05/2020;-;;;
812;Pegawai 811;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi DKI Jakarta;32;07/04/2022;-;;;
813;Pegawai 812;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi DI Yogyakarta;23;03/04/2021;-;;;
814;Pegawai 813;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Sulawesi Selatan;43;07/05/2018;07/05/2022;;;
815;Pegawai 814;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Kalimantan Utara;51;16/07/2022;-;;;
816;Pegawai 815;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Papua;48;05/08/2021;-;;;
817;Pegawai 816;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Maluku;54;03/02/2021;-;;;
818;Pegawai 817;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Aceh;28;06/04/2018;06/04/2022;;;
819;Pegawai 818;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Maluku Utara;49;02/10/2018;02/10/2022;;;
820;Pegawai 819;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Kalimantan Barat;53;17/11/2021;-;;;
821;Pegawai 820;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Kalimantan Utara;55;03/11/2020;-;;;
822;Pegawai 821;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Bali;29;23/07/2022;-;;;
823;Pegawai 822;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Nusa Tenggara Barat;28;28/02/2018;28/02/2022;;;
824;Pegawai 823;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Kalimantan Tengah;30;17/10/2020;-;;;
825;Pegawai 824;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Jawa Timur;25;27/08/2020;-;;;
826;Pegawai 825;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Jawa Tengah;46;16/12/2021;-;;;
827;Pegawai 826;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Bali;57;31/12/2021;-;;;
828;Pegawai 827;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Lampung;53;04/11/2020;-;;;
829;Pegawai 828;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi DKI Jakarta;57;04/09/2018;04/09/2022;;;
830;Pegawai 829;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Maluku Utara;55;16/12/2020;-;;;
831;Pegawai 830;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Sulawesi Tengah;31;30/09/2021;-;;;
832;Pegawai 831;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Maluku;33;03/06/2022;-;;;
833;Pegawai 832;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Jambi;45;07/03/2020;-;;;
834;Pegawai 833;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Papua;47;13/09/2021;-;;;
835;Pegawai 834;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Papua;27;04/03/2019;-;;;
836;Pegawai 835;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Papua Barat;21;08/06/2018;08/06/2022;;;
837;Pegawai 836;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Bengkulu;37;20/01/2022;-;;;
838;Pegawai 837;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Bali;48;12/11/2021;-;;;
839;Pegawai 838;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Nusa Tenggara Barat;26;23/03/2019;-;;;
840;Pegawai 839;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Bali;41;15/05/2022;-;;;
841;Pegawai 840;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Aceh;44;16/05/2021;-;;;
842;Pegawai 841;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Bangka Belitung;26;07/04/2021;-;;;
843;Pegawai 842;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sumatera Utara;55;22/09/2021;-;;;
844;Pegawai 843;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Papua;38;10/02/2022;-;;;
845;Pegawai 844;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Jambi;24;09/02/2022;-;;;
846;Pegawai 845;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Bali;28;26/01/2022;-;;;
847;Pegawai 846;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sumatera Utara;35;18/06/2022;-;;;
848;Pegawai 847;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sumatera Utara;48;08/01/2019;-;;;
849;Pegawai 848;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Kalimantan Selatan;46;30/08/2019;-;;;
850;Pegawai 849;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Kalimantan Tengah;39;13/07/2020;-;;;
851;Pegawai 850;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sulawesi Tengah;43;09/02/2022;-;;;
852;Pegawai 851;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sulawesi Tengah;43;04/04/2022;-;;;
853;Pegawai 852;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Bengkulu;50;03/07/2021;-;;;
854;Pegawai 853;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Selatan;49;22/07/2021;-;;;
855;Pegawai 854;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Kalimantan Selatan;38;31/12/2019;-;;;
856;Pegawai 855;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sulawesi Tengah;30;29/01/2018;29/01/2022;;;
857;Pegawai 856;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sumatera Selatan;58;14/04/2019;-;;;
858;Pegawai 857;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sulawesi Barat;52;08/07/2021;-;;;
859;Pegawai 858;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Sulawesi Tenggara;50;31/12/2019;-;;;
860;Pegawai 859;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Sulawesi Tengah;53;10/09/2019;-;;;
861;Pegawai 860;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi DKI Jakarta;46;12/02/2022;-;;;
862;Pegawai 861;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Nusa Tenggara Barat;35;05/04/2019;-;;;
863;Pegawai 862;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Kalimantan Utara;51;04/05/2020;-;;;
864;Pegawai 863;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Bengkulu;45;31/10/2020;-;;;
865;Pegawai 864;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Aceh;32;16/05/2019;-;;;
866;Pegawai 865;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Selatan;46;18/01/2022;-;;;
867;Pegawai 866;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Nusa Tenggara Barat;25;19/09/2019;-;;;
868;Pegawai 867;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Nusa Tenggara Timur;58;08/07/2021;-;;;
869;Pegawai 868;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Kalimantan Timur;44;21/02/2019;-;;;
870;Pegawai 869;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Papua Barat;40;13/07/2022;-;;;
871;Pegawai 870;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sulawesi Tenggara;55;19/04/2021;-;;;
872;Pegawai 871;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sulawesi Barat;40;13/08/2018;13/08/2022;;;
873;Pegawai 872;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Kalimantan Selatan;36;28/11/2021;-;;;
874;Pegawai 873;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kalimantan Timur;43;24/07/2022;-;;;
875;Pegawai 874;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Riau;32;03/05/2018;03/05/2022;;;
876;Pegawai 875;S2;Pemeriksa Muda;BPK Perwakilan Provinsi DI Yogyakarta;24;08/08/2018;08/08/2022;;;
877;Pegawai 876;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Kalimantan Timur;57;13/12/2020;-;;;
878;Pegawai 877;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Aceh;40;06/01/2019;-;;;
879;Pegawai 878;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Lampung;53;14/10/2018;14/10/2022;;;
880;Pegawai 879;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Bengkulu;27;14/09/2020;-;;;
881;Pegawai 880;S1;Arsiparis Muda ;BPK Perwakilan Provinsi DI Yogyakarta;49;10/07/2019;-;;;
882;Pegawai 881;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Riau;54;31/08/2018;31/08/2022;;;
883;Pegawai 882;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sumatera Barat;22;22/02/2018;22/02/2022;;;
884;Pegawai 883;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi DKI Jakarta;30;13/05/2021;-;;;
