skp_id;pegawai_nama;skp_nilai;skp_tahun
;Pegawai 1776;84;31/12/2022
;Pegawai 1777;93;31/12/2022
;Pegawai 1778;97;31/12/2022
;Pegawai 1779;70;31/12/2022
;Pegawai 1780;91;31/12/2022
;Pegawai 1781;84;31/12/2022
;Pegawai 1782;97;31/12/2022
;Pegawai 1783;97;31/12/2022
;Pegawai 1784;92;31/12/2022
;Pegawai 1785;95;31/12/2022
;Pegawai 1786;92;31/12/2022
;Pegawai 1787;76;31/12/2022
;Pegawai 1788;81;31/12/2022
;Pegawai 1789;85;31/12/2022
;Pegawai 1790;98;31/12/2022
;Pegawai 1791;86;31/12/2022
;Pegawai 1792;85;31/12/2022
;Pegawai 1793;87;31/12/2022
;Pegawai 1794;79;31/12/2022
;Pegawai 1795;86;31/12/2022
;Pegawai 1796;93;31/12/2022
;Pegawai 1797;79;31/12/2022
;Pegawai 1798;83;31/12/2022
;Pegawai 1799;90;31/12/2022
;Pegawai 1800;75;31/12/2022
;Pegawai 1801;85;31/12/2022
;Pegawai 1802;81;31/12/2022
;Pegawai 1803;72;31/12/2022
;Pegawai 1804;79;31/12/2022
;Pegawai 1805;72;31/12/2022
;Pegawai 1806;89;31/12/2022
;Pegawai 1807;70;31/12/2022
;Pegawai 1808;77;31/12/2022
;Pegawai 1809;86;31/12/2022
;Pegawai 1810;91;31/12/2022
;Pegawai 1811;96;31/12/2022
;Pegawai 1812;78;31/12/2022
;Pegawai 1813;84;31/12/2022
;Pegawai 1814;82;31/12/2022
;Pegawai 1815;90;31/12/2022
;Pegawai 1816;99;31/12/2022
;Pegawai 1817;79;31/12/2022
;Pegawai 1818;95;31/12/2022
;Pegawai 1819;77;31/12/2022
;Pegawai 1820;78;31/12/2022
;Pegawai 1821;93;31/12/2022
;Pegawai 1822;99;31/12/2022
;Pegawai 1823;96;31/12/2022
;Pegawai 1824;80;31/12/2022
;Pegawai 1825;85;31/12/2022
;Pegawai 1826;90;31/12/2022
;Pegawai 1827;91;31/12/2022
;Pegawai 1828;97;31/12/2022
;Pegawai 1829;90;31/12/2022
;Pegawai 1830;98;31/12/2022
;Pegawai 1831;74;31/12/2022
;Pegawai 1832;72;31/12/2022
;Pegawai 1833;77;31/12/2022
;Pegawai 1834;99;31/12/2022
;Pegawai 1835;76;31/12/2022
;Pegawai 1836;90;31/12/2022
;Pegawai 1837;86;31/12/2022
;Pegawai 1838;73;31/12/2022
;Pegawai 1839;70;31/12/2022
;Pegawai 1840;83;31/12/2022
;Pegawai 1841;85;31/12/2022
;Pegawai 1842;91;31/12/2022
;Pegawai 1843;93;31/12/2022
;Pegawai 1844;95;31/12/2022
;Pegawai 1845;71;31/12/2022
;Pegawai 1846;88;31/12/2022
;Pegawai 1847;93;31/12/2022
;Pegawai 1848;86;31/12/2022
;Pegawai 1849;79;31/12/2022
;Pegawai 1850;93;31/12/2022
;Pegawai 1851;74;31/12/2022
;Pegawai 1852;96;31/12/2022
;Pegawai 1853;92;31/12/2022
;Pegawai 1854;70;31/12/2022
;Pegawai 1855;86;31/12/2022
;Pegawai 1856;87;31/12/2022
;Pegawai 1857;74;31/12/2022
;Pegawai 1858;78;31/12/2022
;Pegawai 1859;85;31/12/2022
;Pegawai 1860;94;31/12/2022
;Pegawai 1861;70;31/12/2022
;Pegawai 1862;74;31/12/2022
;Pegawai 1863;86;31/12/2022
;Pegawai 1864;76;31/12/2022
;Pegawai 1865;75;31/12/2022
;Pegawai 1866;88;31/12/2022
;Pegawai 1867;87;31/12/2022
;Pegawai 1868;79;31/12/2022
;Pegawai 1869;96;31/12/2022
;Pegawai 1870;77;31/12/2022
;Pegawai 1871;79;31/12/2022
;Pegawai 1872;83;31/12/2022
;Pegawai 1873;84;31/12/2022
;Pegawai 1874;95;31/12/2022
;Pegawai 1875;76;31/12/2022
;Pegawai 1876;89;31/12/2022
;Pegawai 1877;80;31/12/2022
;Pegawai 1878;96;31/12/2022
;Pegawai 1879;79;31/12/2022
;Pegawai 1880;81;31/12/2022
;Pegawai 1881;73;31/12/2022
;Pegawai 1882;99;31/12/2022
;Pegawai 1883;80;31/12/2022
;Pegawai 1884;86;31/12/2022
;Pegawai 1885;74;31/12/2022
;Pegawai 1886;90;31/12/2022
;Pegawai 1887;91;31/12/2022
;Pegawai 1888;81;31/12/2022
;Pegawai 1889;70;31/12/2022
;Pegawai 1890;86;31/12/2022
;Pegawai 1891;72;31/12/2022
;Pegawai 1892;73;31/12/2022
;Pegawai 1893;76;31/12/2022
;Pegawai 1894;93;31/12/2022
;Pegawai 1895;96;31/12/2022
;Pegawai 1896;83;31/12/2022
;Pegawai 1897;81;31/12/2022
;Pegawai 1898;75;31/12/2022
;Pegawai 1899;95;31/12/2022
;Pegawai 1900;94;31/12/2022
;Pegawai 1901;84;31/12/2022
;Pegawai 1902;74;31/12/2022
;Pegawai 1903;84;31/12/2022
;Pegawai 1904;88;31/12/2022
;Pegawai 1905;84;31/12/2022
;Pegawai 1906;92;31/12/2022
;Pegawai 1907;88;31/12/2022
;Pegawai 1908;87;31/12/2022
;Pegawai 1909;91;31/12/2022
;Pegawai 1910;70;31/12/2022
;Pegawai 1911;78;31/12/2022
;Pegawai 1912;84;31/12/2022
;Pegawai 1913;81;31/12/2022
;Pegawai 1914;95;31/12/2022
;Pegawai 1915;90;31/12/2022
;Pegawai 1916;76;31/12/2022
;Pegawai 1917;70;31/12/2022
;Pegawai 1918;72;31/12/2022
;Pegawai 1919;87;31/12/2022
;Pegawai 1920;74;31/12/2022
;Pegawai 1921;85;31/12/2022
;Pegawai 1922;73;31/12/2022
;Pegawai 1923;80;31/12/2022
;Pegawai 1924;83;31/12/2022
;Pegawai 1925;72;31/12/2022
;Pegawai 1926;97;31/12/2022
;Pegawai 1927;80;31/12/2022
;Pegawai 1928;98;31/12/2022
;Pegawai 1929;72;31/12/2022
;Pegawai 1930;83;31/12/2022
;Pegawai 1931;89;31/12/2022
;Pegawai 1932;77;31/12/2022
;Pegawai 1933;83;31/12/2022
;Pegawai 1934;77;31/12/2022
;Pegawai 1935;99;31/12/2022
;Pegawai 1936;92;31/12/2022
;Pegawai 1937;74;31/12/2022
;Pegawai 1938;84;31/12/2022
;Pegawai 1939;89;31/12/2022
;Pegawai 1940;75;31/12/2022
;Pegawai 1941;96;31/12/2022
;Pegawai 1942;99;31/12/2022
;Pegawai 1943;89;31/12/2022
;Pegawai 1944;72;31/12/2022
;Pegawai 1945;76;31/12/2022
;Pegawai 1946;91;31/12/2022
;Pegawai 1947;76;31/12/2022
;Pegawai 1948;70;31/12/2022
;Pegawai 1949;73;31/12/2022
;Pegawai 1950;83;31/12/2022
;Pegawai 1951;83;31/12/2022
;Pegawai 1952;77;31/12/2022
;Pegawai 1953;84;31/12/2022
;Pegawai 1954;72;31/12/2022
;Pegawai 1955;94;31/12/2022
;Pegawai 1956;86;31/12/2022
;Pegawai 1957;82;31/12/2022
;Pegawai 1958;70;31/12/2022
;Pegawai 1959;88;31/12/2022
;Pegawai 1960;78;31/12/2022
;Pegawai 1961;88;31/12/2022
;Pegawai 1962;75;31/12/2022
;Pegawai 1963;90;31/12/2022
;Pegawai 1964;90;31/12/2022
;Pegawai 1965;83;31/12/2022
;Pegawai 1966;74;31/12/2022
;Pegawai 1967;89;31/12/2022
;Pegawai 1968;79;31/12/2022
;Pegawai 1969;88;31/12/2022
;Pegawai 1970;89;31/12/2022
;Pegawai 1971;96;31/12/2022
;Pegawai 1972;74;31/12/2022
;Pegawai 1973;95;31/12/2022
;Pegawai 1974;85;31/12/2022
;Pegawai 1975;79;31/12/2022
;Pegawai 1976;79;31/12/2022
;Pegawai 1977;70;31/12/2022
;Pegawai 1978;81;31/12/2022
;Pegawai 1979;80;31/12/2022
;Pegawai 1980;82;31/12/2022
;Pegawai 1981;75;31/12/2022
;Pegawai 1982;94;31/12/2022
;Pegawai 1983;74;31/12/2022
;Pegawai 1984;90;31/12/2022
;Pegawai 1985;72;31/12/2022
;Pegawai 1986;91;31/12/2022
;Pegawai 1987;96;31/12/2022
;Pegawai 1988;73;31/12/2022
;Pegawai 1989;73;31/12/2022
;Pegawai 1990;89;31/12/2022
;Pegawai 1991;91;31/12/2022
;Pegawai 1992;83;31/12/2022
;Pegawai 1993;71;31/12/2022
;Pegawai 1994;74;31/12/2022
;Pegawai 1995;84;31/12/2022
;Pegawai 1996;70;31/12/2022
;Pegawai 1997;77;31/12/2022
;Pegawai 1998;74;31/12/2022
;Pegawai 1999;78;31/12/2022
;Pegawai 2000;78;31/12/2022
;Pegawai 2001;73;31/12/2022
