pegawai_sertifikasi_id;pegawai_nama;sertifikasi_nama;pegawai_serti;Sertifikasi_akhir
;Pegawai 23;Cerified Sustainability Reporting Assurer;27/07/2020;31/12/2029
;Pegawai 1476;Certified Human Resources Specialist;18/12/2021;31/12/2029
;Pegawai 1160;Certified Procurement Specialist;22/09/2022;31/12/2029
;Pegawai 1254;Certified Human Resources Analyst;23/05/2021;31/12/2029
;Pegawai 544;Certified Procurement Specialist;17/03/2020;31/12/2029
;Pegawai 1318;Certified Information System Auditors;05/06/2018;31/12/2029
;Pegawai 1096;Certified IPSAS Specialist;01/03/2020;31/12/2029
;Pegawai 1217;Qualified Government Internal Auditor;10/05/2022;31/12/2029
;Pegawai 1363;EnCase Certified Examiner;13/01/2018;31/12/2029
;Pegawai 1694;Certified RIsk Associate;16/06/2018;31/12/2029
;Pegawai 1972;Certificate in International Auditing;14/10/2019;31/12/2029
;Pegawai 61;Certified Risk Management Officer;02/11/2018;31/12/2029
;Pegawai 927;Ahli Akuntansi Pemerintahan;02/01/2019;31/12/2029
;Pegawai 549;EnCase Certified Examiner;08/11/2021;31/12/2029
;Pegawai 753;Certified Pernyataan Standar Akuntansi Keuangan;30/07/2018;31/12/2029
;Pegawai 935;Certified Human Resources Specialist;21/07/2019;31/12/2029
;Pegawai 1373;AccessData Certified Examiner;25/06/2022;31/12/2029
;Pegawai 1130;Qualified Risk Management Professional;15/05/2020;31/12/2029
;Pegawai 605;Certified State Finance Auditor;12/12/2018;31/12/2029
;Pegawai 1833;Cellebrite Certified Physical Analyst;17/03/2018;31/12/2029
;Pegawai 534;Certified Data Centre Professional;19/09/2022;31/12/2029
;Pegawai 1194;Loop Certified Corporate Coach;05/06/2019;31/12/2029
;Pegawai 328;Qualified Risk Management Professional;01/12/2018;31/12/2029
;Pegawai 229;Ahli Akuntansi Pemerintahan A;21/04/2022;31/12/2029
;Pegawai 1179;Certificate in Data Analytics;05/12/2019;31/12/2029
;Pegawai 1524;Certified Secure Computer User;01/09/2019;31/12/2029
;Pegawai 1843;Certified Human Resources Management Professional;15/04/2019;31/12/2029
;Pegawai 139;Cisco Certified Network Associate;12/10/2019;31/12/2029
;Pegawai 1129;Enterprise Risk Management Associate Professional;25/02/2022;31/12/2029
;Pegawai 1213;Insinyur Professional Madya;07/01/2022;31/12/2029
;Pegawai 386;AccessData Certified Examiner;15/06/2018;31/12/2029
;Pegawai 1227;Ahli Akuntansi Pemerintahan B;20/12/2019;31/12/2029
;Pegawai 817;Loop Certified Corporate Coach;05/12/2021;31/12/2029
;Pegawai 965;Sertifikasi Change Management;09/10/2020;31/12/2029
;Pegawai 1132;Certified Risk Management Officer;01/10/2022;31/12/2029
;Pegawai 1254;Certified Sustainability Reporting Specialist;10/10/2022;31/12/2029
;Pegawai 1152;Cellebrite Certified Physical Analyst;02/10/2022;31/12/2029
;Pegawai 1116;Sertifikasi Change Management;21/12/2020;31/12/2029
;Pegawai 1065;Certified Government Chief Audit Executive;16/02/2018;31/12/2029
;Pegawai 72;Oxygen Forensic Certified;30/05/2021;31/12/2029
;Pegawai 403;Certified Financial Planner;15/11/2020;31/12/2029
;Pegawai 1835;Certified Grafologie Analyst;03/09/2022;31/12/2029
;Pegawai 87;Cellebrite Certified Officer;24/08/2019;31/12/2029
;Pegawai 1252;Certified Fraud Examiner;27/08/2018;31/12/2029
;Pegawai 1278;Certified State Finance Auditor;24/07/2019;31/12/2029
;Pegawai 1482;Certification in Risk Management Assurance;30/07/2020;31/12/2029
;Pegawai 1721;AccessData Certified Examiner;01/02/2022;31/12/2029
;Pegawai 1640;Governance Risk Management and Compliance Professional;06/03/2022;31/12/2029
;Pegawai 679;Certified Risk Management Officer;20/05/2018;31/12/2029
;Pegawai 230;Asean Engineeer;08/02/2019;31/12/2029
;Pegawai 1659;Certified Public Accountant;29/03/2022;31/12/2029
;Pegawai 1642;Teknisi Akuntansi;24/04/2018;31/12/2029
;Pegawai 1093;Enterprise Risk Management Associate Professional;11/06/2022;31/12/2029
;Pegawai 1208;Qualified Risk Management Professional;30/11/2018;31/12/2029
;Pegawai 659;Corporate Forensic Auditor;31/05/2018;31/12/2029
;Pegawai 1932;Certified Risk Management Officer;02/07/2022;31/12/2029
;Pegawai 357;ASEAN Chartered Professional Accountant;23/05/2022;31/12/2029
;Pegawai 1980;Certificate in International Public Sector Accounting Standards;03/01/2020;31/12/2029
;Pegawai 1120;Corporate Forensic Auditor;18/10/2019;31/12/2029
;Pegawai 1942;Certified Secure Computer User;27/07/2018;31/12/2029
;Pegawai 146;Ahli Akuntansi Pemerintahan;15/02/2021;31/12/2029
;Pegawai 843;Certificate in International Auditing;26/03/2019;31/12/2029
;Pegawai 301;Certified Sustainability Reporting Specialist;17/08/2018;31/12/2029
;Pegawai 941;Qualified Risk Management Officer;28/05/2022;31/12/2029
;Pegawai 1501;Governance Risk Management and Compliance Professional;09/01/2022;31/12/2029
;Pegawai 1626;Certified Human Resources Professional;22/10/2020;31/12/2029
;Pegawai 241;Qualified Risk Management Officer;12/09/2021;31/12/2029
;Pegawai 410;Certification in Control Self-Assessment;12/09/2018;31/12/2029
;Pegawai 374;Certificate in International Auditing;21/09/2019;31/12/2029
;Pegawai 1004;Certified Secure Computer User;19/05/2021;31/12/2029
;Pegawai 1150;Certified Manpower Planner;22/08/2022;31/12/2029
;Pegawai 1103;Certified Information System Auditors;17/07/2018;31/12/2029
;Pegawai 371;Certified Financial Planner;15/11/2020;31/12/2029
;Pegawai 543;Certificate in International Auditing;07/11/2019;31/12/2029
;Pegawai 1917;Certificate in International Auditing;21/11/2018;31/12/2029
;Pegawai 1205;Certificate in International Auditing;03/08/2022;31/12/2029
;Pegawai 1978;Enterprise Risk Management Associate Professional;15/09/2020;31/12/2029
;Pegawai 463;Certified Accounting Technician;20/09/2018;31/12/2029
;Pegawai 1537;Certified Human Resources Management Professional;25/11/2018;31/12/2029
;Pegawai 827;Cellebrite Certified Officer;23/04/2020;31/12/2029
;Pegawai 1867;Advanced Diploma in Forensic Accounting - Level 5;07/12/2020;31/12/2029
;Pegawai 1505;Certified Ethical Hacker;18/05/2021;31/12/2029
;Pegawai 500;Qualified Risk Management Professional;05/08/2021;31/12/2029
;Pegawai 641;Enterprise Risk Management Associate Professional;19/01/2019;31/12/2029
;Pegawai 1260;Certified Internal Control Auditor;26/06/2021;31/12/2029
;Pegawai 1439;Cellebrite Certified Operator;10/07/2020;31/12/2029
;Pegawai 1133;Chartered Accountant;21/11/2020;31/12/2029
;Pegawai 1032;Certified Internal Audit Officer;03/05/2021;31/12/2029
;Pegawai 857;Cerified Sustainability Reporting Assurer;06/05/2019;31/12/2029
;Pegawai 84;EnCase Certified Examiner;25/12/2022;31/12/2029
;Pegawai 1748;Enterprise Risk Management Associate Professional;12/10/2019;31/12/2029
;Pegawai 1259;Cellebrite Certified Physical Analyst;20/05/2022;31/12/2029
;Pegawai 1063;Certified Professional Talent Management;08/08/2020;31/12/2029
;Pegawai 570;Certified Government Accounting Associate;19/06/2018;31/12/2029
;Pegawai 1076;Certified Internal Audit Officer;08/02/2019;31/12/2029
;Pegawai 65;Certified Contract Management Specialist;19/05/2021;31/12/2029
;Pegawai 566;Certified Legal Auditor;22/06/2021;31/12/2029
;Pegawai 1648;Sertifikasi Change Management;18/04/2019;31/12/2029
;Pegawai 1249;Certificate in Data Analytics;01/11/2021;31/12/2029
;Pegawai 967;Corporate Forensic Auditor;20/10/2018;31/12/2029
;Pegawai 1684;Cyber Security Foundation Professional;27/09/2022;31/12/2029
;Pegawai 1226;Certified Management Accountants;21/08/2020;31/12/2029
;Pegawai 190;Insinyur Professional Madya;17/04/2019;31/12/2029
;Pegawai 865;Certified Professional Talent Management;10/04/2021;31/12/2029
;Pegawai 291;Certified Sustainability Reporting Specialist;20/11/2021;31/12/2029
;Pegawai 1050;Cyber Security Foundation Professional;16/01/2019;31/12/2029
;Pegawai 943;Certified Hacking Forensic Investigator;04/07/2018;31/12/2029
;Pegawai 866;Certified Risk Management Professional;30/03/2018;31/12/2029
;Pegawai 1198;ASEAN Chartered Professional Accountant;27/07/2020;31/12/2029
;Pegawai 1912;Certified Risk Management Professional;01/08/2018;31/12/2029
;Pegawai 1242;Cellebrite Certified Officer;19/06/2019;31/12/2029
;Pegawai 562;AccessData Certified Examiner;02/06/2020;31/12/2029
;Pegawai 1938;Cyber Security Foundation Professional;07/04/2021;31/12/2029
;Pegawai 177;Certified Risk Management Officer;15/12/2021;31/12/2029
;Pegawai 1425;Certified State Finance Auditor;13/05/2019;31/12/2029
;Pegawai 1383;Certified Risk Management Officer;06/01/2022;31/12/2029
;Pegawai 1234;Certified Legal Auditor;25/02/2021;31/12/2029
;Pegawai 729;Certificate in Data Analytics;18/06/2019;31/12/2029
;Pegawai 11;Certified Internal Auditor;23/12/2021;31/12/2029
;Pegawai 1205;Certified Legal Auditor;23/07/2021;31/12/2029
;Pegawai 84;Certified IPSAS Specialist;24/05/2021;31/12/2029
;Pegawai 279;Certificate in Data Analytics;01/08/2019;31/12/2029
;Pegawai 521;Sertifikasi Change Management;13/04/2022;31/12/2029
;Pegawai 203;Certified Internal Control Auditor;28/10/2021;31/12/2029
;Pegawai 306;Certified Human Resources Management Professional (CHRMP);04/10/2019;31/12/2029
;Pegawai 1144;Certified Government Accounting Associate;22/08/2021;31/12/2029
;Pegawai 1405;EnCase Certified Examiner;28/06/2018;31/12/2029
;Pegawai 1143;Certificate in Data Analytics;18/01/2018;31/12/2029
;Pegawai 1932;Cellebrite Certified Officer;14/06/2020;31/12/2029
;Pegawai 52;Certified Human Resources Management Professional;01/04/2022;31/12/2029
;Pegawai 872;Certified Internal Auditor;26/07/2022;31/12/2029
;Pegawai 509;Insinyur Professional Madya;14/08/2021;31/12/2029
;Pegawai 1126;Certified Procurement Specialist;02/01/2021;31/12/2029
;Pegawai 49;Sertifikasi Change Management;26/08/2020;31/12/2029
;Pegawai 1140;Certified IPSAS Specialist;30/08/2019;31/12/2029
;Pegawai 234;Certified Human Resources Professional;21/02/2018;31/12/2029
;Pegawai 621;Certified Public Accountant;30/04/2020;31/12/2029
;Pegawai 1193;Enterprise Risk Management Certified Professional;02/07/2018;31/12/2029
;Pegawai 1341;ASEAN Chartered Professional Accountant;01/08/2022;31/12/2029
;Pegawai 1647;Certified Pernyataan Standar Akuntansi Keuangan;17/06/2022;31/12/2029
;Pegawai 1812;Certified Internal Auditor;06/08/2021;31/12/2029
;Pegawai 84;Certificate in International Auditing;01/05/2020;31/12/2029
;Pegawai 706;Qualified Government Internal Auditor;01/11/2020;31/12/2029
;Pegawai 286;Certified Human Resources Analyst;17/10/2020;31/12/2029
;Pegawai 175;Certificate in International Public Sector Accounting Standards;11/02/2018;31/12/2029
;Pegawai 64;Certified Information System Auditors;24/11/2019;31/12/2029
;Pegawai 259;Corporate Forensic Auditor;26/10/2020;31/12/2029
;Pegawai 1599;Insinyur;14/02/2018;31/12/2029
;Pegawai 1332;Certified Internal Control Auditor;11/07/2021;31/12/2029
;Pegawai 126;Certified Sustainability Practitioner;14/11/2019;31/12/2029
;Pegawai 126;Certificate in International Public Sector Accounting Standards;13/06/2020;31/12/2029
;Pegawai 85;Teknisi Akuntansi;31/12/2019;31/12/2029
;Pegawai 299;Cellebrite Certified Officer;21/12/2020;31/12/2029
;Pegawai 1743;Asean Engineeer;19/11/2018;31/12/2029
;Pegawai 209;Certified Manpower Planner;30/09/2021;31/12/2029
;Pegawai 915;Certified Information System Auditors;08/01/2019;31/12/2029
;Pegawai 1337;Certified Information System Auditors;10/11/2022;31/12/2029
;Pegawai 353;Certified IPSAS Specialist;24/05/2018;31/12/2029
;Pegawai 128;Certified State Finance Auditor;21/05/2019;31/12/2029
;Pegawai 1786;Certified Sustainability Practitioner;19/05/2022;31/12/2029
;Pegawai 1883;Certified Government Accounting Associate;22/03/2019;31/12/2029
;Pegawai 1503;Certified Public Accountant;11/06/2022;31/12/2029
;Pegawai 6;Certified Government Accounting Associate;26/01/2019;31/12/2029
;Pegawai 456;Certified Internal Auditor;11/10/2021;31/12/2029
;Pegawai 696;Certificate in International Public Sector Accounting Standards;27/01/2021;31/12/2029
;Pegawai 1071;Asean Engineeer;15/12/2021;31/12/2029
;Pegawai 127;Certified Financial Planner;06/10/2020;31/12/2029
;Pegawai 296;Certified Data Centre Professional;10/01/2022;31/12/2029
;Pegawai 1614;Insinyur;26/03/2020;31/12/2029
;Pegawai 1731;Certified Pernyataan Standar Akuntansi Keuangan;03/05/2022;31/12/2029
;Pegawai 892;Certified Grafologie Analyst;09/09/2021;31/12/2029
;Pegawai 81;Certified Professional Talent Management;28/05/2019;31/12/2029
;Pegawai 86;Certified Internal Control Auditor;16/07/2021;31/12/2029
;Pegawai 213;Ahli Akuntansi Pemerintahan;13/01/2018;31/12/2029
;Pegawai 10;Associate Certified Public Accountant;15/08/2020;31/12/2029
;Pegawai 1294;ASEAN Chartered Professional Accountant;01/12/2020;31/12/2029
;Pegawai 872;Qualified Risk Management Officer;24/04/2018;31/12/2029
;Pegawai 30;Loop Certified Corporate Coach;18/12/2020;31/12/2029
;Pegawai 156;Certified State Finance Auditor;27/10/2022;31/12/2029
;Pegawai 785;Certified Corporate Coach;14/11/2020;31/12/2029
;Pegawai 141;Certified Contract Management Specialist;19/05/2022;31/12/2029
;Pegawai 325;Cerified Sustainability Reporting Assurer;19/03/2021;31/12/2029
;Pegawai 139;Qualified Risk Management Professional;26/02/2019;31/12/2029
;Pegawai 538;Certificate in Data Analytics;22/01/2022;31/12/2029
;Pegawai 345;Certified Professional Talent Management;21/11/2020;31/12/2029
;Pegawai 1403;Certified Professional Coach;30/04/2020;31/12/2029
;Pegawai 1469;Certified Hacking Forensic Investigator;17/11/2018;31/12/2029
;Pegawai 1880;Certified Corporate Coach;16/07/2019;31/12/2029
;Pegawai 1143;Certified Internal Control Auditor;25/06/2019;31/12/2029
;Pegawai 1023;Certified Manpower Planner;22/09/2020;31/12/2029
;Pegawai 71;Ahli Akuntansi Pemerintahan B;07/12/2020;31/12/2029
;Pegawai 1886;Qualified Risk Management Officer;12/08/2020;31/12/2029
;Pegawai 1354;Certified Risk Management Officer;11/09/2021;31/12/2029
;Pegawai 133;Teknisi Akuntansi;15/12/2019;31/12/2029
;Pegawai 1341;Cellebrite Certified Operator;15/06/2018;31/12/2029
;Pegawai 1316;Certified Risk Professional;09/07/2021;31/12/2029
;Pegawai 1427;Certified Hacking Forensic Investigator;02/03/2022;31/12/2029
;Pegawai 1759;Certified Contract Management Specialist;04/04/2020;31/12/2029
;Pegawai 1956;Certified Information System Auditors;17/10/2022;31/12/2029
;Pegawai 215;Certificate in International Auditing;19/08/2019;31/12/2029
;Pegawai 337;Cellebrite Certified Operator;24/03/2022;31/12/2029
;Pegawai 807;Certificate in International Public Sector Accounting Standards;18/12/2018;31/12/2029
;Pegawai 145;Insinyur;26/01/2020;31/12/2029
;Pegawai 64;Certified Financial Planner;12/12/2019;31/12/2029
;Pegawai 1220;Certificate in International Auditing;11/12/2020;31/12/2029
;Pegawai 241;Certified Forensic Auditor;03/05/2019;31/12/2029
;Pegawai 1074;Certified RIsk Associate;31/12/2019;31/12/2029
;Pegawai 1239;Certified Professional Management Accountant;23/07/2021;31/12/2029
;Pegawai 575;Certified Fraud Examiner;29/07/2020;31/12/2029
;Pegawai 1746;Qualified Government Internal Auditor;08/11/2019;31/12/2029
;Pegawai 1885;Certified Data Centre Professional;09/11/2019;31/12/2029
;Pegawai 317;Advanced Diploma in Forensic Accounting - Level 5;13/10/2022;31/12/2029
;Pegawai 1221;Certified Sustainability Reporting Specialist;09/11/2022;31/12/2029
;Pegawai 258;Ahli Akuntansi Pemerintahan B;23/05/2020;31/12/2029
;Pegawai 1236;Akuntan;03/12/2020;31/12/2029
;Pegawai 906;Certified Procurement Specialist;16/09/2020;31/12/2029
;Pegawai 1505;Certified Management Accountants;03/06/2022;31/12/2029
;Pegawai 394;Governance Risk Management and Compliance Professional;18/06/2020;31/12/2029
;Pegawai 407;Enterprise Risk Management Associate Professional;23/04/2019;31/12/2029
;Pegawai 1105;Corporate Forensic Auditor;18/01/2019;31/12/2029
;Pegawai 1377;Certified Government Chief Audit Executive;03/02/2019;31/12/2029
;Pegawai 1723;Certified Accounting Technician;03/09/2019;31/12/2029
;Pegawai 1718;Certified Manpower Planner;20/09/2018;31/12/2029
;Pegawai 1556;Certified Professional Talent Management;04/06/2018;31/12/2029
;Pegawai 1407;Certified Manpower Planner;07/08/2021;31/12/2029
;Pegawai 1819;Qualified Government Internal Auditor;24/03/2020;31/12/2029
;Pegawai 384;Qualified Internal Auditor;27/05/2022;31/12/2029
;Pegawai 1234;Certified Human Resources Management Professional (CHRMP);12/10/2018;31/12/2029
;Pegawai 1809;Insinyur;08/06/2019;31/12/2029
;Pegawai 1340;Certified Human Resources Management Professional;06/08/2021;31/12/2029
;Pegawai 1282;Cellebrite Certified Officer;16/04/2018;31/12/2029
;Pegawai 156;Certified Legal Auditor;31/05/2018;31/12/2029
;Pegawai 1887;Cellebrite Certified Officer;27/09/2019;31/12/2029
;Pegawai 1691;Teknisi Akuntansi;02/06/2021;31/12/2029
;Pegawai 1019;Certified Internal Audit Officer;11/09/2018;31/12/2029
;Pegawai 843;Certified Human Resources Management Professional;20/07/2022;31/12/2029
;Pegawai 1192;Akuntan;03/06/2021;31/12/2029
;Pegawai 654;Ahli Akuntansi Pemerintahan;13/08/2018;31/12/2029
;Pegawai 749;Advanced Diploma in Forensic Accounting - Level 5;11/08/2020;31/12/2029
;Pegawai 521;Certified Legal Auditor;27/12/2022;31/12/2029
;Pegawai 1330;Certificate in International Auditing;06/05/2021;31/12/2029
;Pegawai 51;Certified Contract Management Specialist;13/08/2019;31/12/2029
;Pegawai 1114;Cerified Sustainability Reporting Assurer;29/08/2022;31/12/2029
;Pegawai 186;Certified Legal Auditor;08/09/2019;31/12/2029
;Pegawai 1607;Corporate Forensic Auditor;27/04/2021;31/12/2029
;Pegawai 276;Certified Contract Management Specialist;03/02/2021;31/12/2029
;Pegawai 1024;Certified Public Accountant;31/10/2018;31/12/2029
;Pegawai 1388;ASEAN Chartered Professional Accountant;25/08/2019;31/12/2029
;Pegawai 1455;Certified Hacking Forensic Investigator;20/10/2018;31/12/2029
;Pegawai 1599;Certified Public Accountant;14/10/2021;31/12/2029
;Pegawai 201;Oxygen Forensic Certified;10/05/2018;31/12/2029
;Pegawai 105;Certified Professional Coach;20/05/2022;31/12/2029
;Pegawai 553;Certified Human Resources Management Professional (CHRMP);22/03/2021;31/12/2029
;Pegawai 572;Certified Human Resources Specialist;30/05/2022;31/12/2029
;Pegawai 1376;Cyber Security Foundation Professional;29/06/2018;31/12/2029
;Pegawai 82;Ahli Akuntansi Pemerintahan;30/07/2020;31/12/2029
;Pegawai 822;Certified Professional Management Accountant;30/05/2019;31/12/2029
;Pegawai 982;Certified Risk Professional;30/07/2022;31/12/2029
;Pegawai 641;Certification in Risk Management Assurance;25/01/2022;31/12/2029
;Pegawai 1318;Qualified Government Internal Auditor;21/09/2020;31/12/2029
;Pegawai 905;Certified Data Centre Professional;22/07/2018;31/12/2029
;Pegawai 1804;Certified Information System Auditors;03/02/2019;31/12/2029
;Pegawai 575;Corporate Forensic Auditor;02/07/2020;31/12/2029
;Pegawai 1707;Ahli Akuntansi Pemerintahan;11/12/2018;31/12/2029
;Pegawai 77;Certified Government Auditing Professional;21/12/2022;31/12/2029
;Pegawai 44;Certified Hacking Forensic Investigator;20/05/2020;31/12/2029
;Pegawai 138;Certified Accounting Technician;29/04/2019;31/12/2029
;Pegawai 540;Certified Fraud Examiner;22/09/2019;31/12/2029
;Pegawai 85;Cellebrite Certified Officer;03/11/2019;31/12/2029
;Pegawai 1459;Chartered Accountant;11/04/2019;31/12/2029
;Pegawai 938;Akuntan;29/09/2019;31/12/2029
;Pegawai 826;Certified Hacking Forensic Investigator;11/04/2020;31/12/2029
;Pegawai 1429;Certified Risk Management Officer;23/10/2021;31/12/2029
;Pegawai 950;Certified Internal Control Auditor;10/12/2018;31/12/2029
;Pegawai 672;Certified Accounting Technician;02/11/2022;31/12/2029
;Pegawai 1989;Qualified Internal Auditor;09/08/2018;31/12/2029
;Pegawai 1209;Sertifikasi Change Management;21/06/2021;31/12/2029
;Pegawai 1211;Qualified Risk Management Officer;08/11/2019;31/12/2029
;Pegawai 1786;Certified Pernyataan Standar Akuntansi Keuangan;18/12/2020;31/12/2029
;Pegawai 939;Enterprise Risk Management Certified Professional;18/06/2020;31/12/2029
;Pegawai 160;Cisco Certified Network Associate;17/04/2020;31/12/2029
;Pegawai 1105;Certified Internal Control Auditor;08/04/2020;31/12/2029
;Pegawai 1017;Akuntan;07/02/2022;31/12/2029
;Pegawai 1015;Advanced Diploma in Forensic Accounting - Level 5;27/11/2022;31/12/2029
;Pegawai 1637;Certified IPSAS Specialist;04/09/2019;31/12/2029
;Pegawai 811;Certified Human Resources Management Professional (CHRMP);13/08/2019;31/12/2029
;Pegawai 527;Akuntan;23/01/2019;31/12/2029
;Pegawai 816;Qualified Risk Management Professional;14/03/2018;31/12/2029
;Pegawai 1854;Governance  Risk Management and Compliance Audit;17/04/2019;31/12/2029
;Pegawai 1292;Cellebrite Certified Officer;16/08/2018;31/12/2029
;Pegawai 198;Certified Sustainability Practitioner;12/04/2021;31/12/2029
;Pegawai 1075;Sertifikasi Change Management;20/01/2021;31/12/2029
;Pegawai 600;Qualified Risk Management Officer;09/05/2022;31/12/2029
;Pegawai 404;Certified Human Resources Professional;24/08/2018;31/12/2029
;Pegawai 263;Advanced Diploma in Forensic Accounting - Level 5;28/06/2020;31/12/2029
;Pegawai 1148;Certified Government Chief Audit Executive;28/11/2021;31/12/2029
;Pegawai 1834;Certified Sustainability Practitioner;01/01/2022;31/12/2029
;Pegawai 1339;Qualified Risk Management Officer;17/02/2021;31/12/2029
;Pegawai 1108;Certified Ethical Hacker;10/11/2019;31/12/2029
;Pegawai 121;Certified Legal Auditor;26/11/2021;31/12/2029
;Pegawai 832;Qualified Risk Management Officer;01/12/2021;31/12/2029
;Pegawai 999;Cyber Security Foundation Professional;13/08/2018;31/12/2029
;Pegawai 247;Certified Hacking Forensic Investigator;12/08/2020;31/12/2029
;Pegawai 1584;Certified Ethical Hacker;02/05/2019;31/12/2029
;Pegawai 1967;AccessData Certified Examiner;22/05/2021;31/12/2029
;Pegawai 364;Certified Human Resources Management Professional;26/03/2018;31/12/2029
;Pegawai 1246;Certified Human Resources Professional;27/12/2018;31/12/2029
;Pegawai 905;Certified Human Resources Professional;30/10/2022;31/12/2029
;Pegawai 1372;Certified Forensic Auditor;02/05/2021;31/12/2029
;Pegawai 1948;Certified Corporate Coach;31/12/2019;31/12/2029
;Pegawai 1223;Certified State Finance Auditor;16/02/2020;31/12/2029
;Pegawai 72;Certified Government Accounting Associate;17/10/2018;31/12/2029
;Pegawai 1765;Certified Procurement Specialist;21/03/2020;31/12/2029
;Pegawai 746;Cyber Security Foundation Professional;05/09/2019;31/12/2029
;Pegawai 1605;Governance Risk Management and Compliance Professional;08/07/2022;31/12/2029
;Pegawai 353;Certified Human Resources Management Professional;14/01/2018;31/12/2029
;Pegawai 226;Certificate in International Auditing;20/02/2018;31/12/2029
;Pegawai 1751;Certified Internal Control Auditor;11/11/2018;31/12/2029
;Pegawai 216;Enterprise Risk Management Certified Professional;14/01/2022;31/12/2029
;Pegawai 437;Certified Government Auditing Professional;11/09/2021;31/12/2029
;Pegawai 808;Enterprise Risk Management Certified Professional;16/07/2020;31/12/2029
;Pegawai 1575;Certified Data Centre Professional;06/04/2018;31/12/2029
;Pegawai 662;Corporate Forensic Auditor;17/07/2022;31/12/2029
;Pegawai 1717;Enterprise Risk Management Associate Professional;31/03/2019;31/12/2029
;Pegawai 998;Ahli Akuntansi Pemerintahan B;02/01/2019;31/12/2029
;Pegawai 1499;Certified Fraud Examiner;19/04/2019;31/12/2029
;Pegawai 1247;Qualified Government Internal Auditor;03/03/2019;31/12/2029
;Pegawai 1452;Cellebrite Certified Physical Analyst;19/02/2022;31/12/2029
;Pegawai 1919;Associate Certified Public Accountant;25/04/2019;31/12/2029
;Pegawai 1478;Cellebrite Certified Physical Analyst;09/11/2022;31/12/2029
;Pegawai 1284;Certificate in International Public Sector Accounting Standards;11/07/2018;31/12/2029
;Pegawai 34;Certified Accounting Technician;17/02/2022;31/12/2029
;Pegawai 647;Certified Forensic Auditor;24/10/2020;31/12/2029
;Pegawai 203;Certified Manpower Planner;01/10/2019;31/12/2029
;Pegawai 862;Certified Risk Management Officer;14/02/2022;31/12/2029
;Pegawai 1282;Cerified Sustainability Reporting Assurer;04/04/2021;31/12/2029
;Pegawai 1514;Certified Secure Computer User;28/04/2020;31/12/2029
;Pegawai 1622;Certified Human Resources Management Professional (CHRMP);02/11/2020;31/12/2029
;Pegawai 294;Certified Procurement Specialist;14/02/2019;31/12/2029
;Pegawai 158;Certified Risk Management Officer;19/06/2019;31/12/2029
;Pegawai 1776;Certified Management Accountants;31/01/2018;31/12/2029
;Pegawai 704;Certified Accounting Technician;17/11/2019;31/12/2029
;Pegawai 918;Asean Engineeer;09/05/2021;31/12/2029
;Pegawai 1162;Governance  Risk Management and Compliance Audit;27/05/2019;31/12/2029
;Pegawai 1715;Certified Internal Control Auditor;21/02/2019;31/12/2029
;Pegawai 496;Cellebrite Certified Physical Analyst;29/12/2020;31/12/2029
;Pegawai 965;Certified Human Resources Specialist;08/09/2021;31/12/2029
;Pegawai 423;Certified Pernyataan Standar Akuntansi Keuangan;21/11/2022;31/12/2029
;Pegawai 1712;Certificate in Data Analytics;29/05/2020;31/12/2029
;Pegawai 1094;Certified Ethical Hacker;08/03/2020;31/12/2029
;Pegawai 1676;Certified Sustainability Practitioner;16/08/2020;31/12/2029
;Pegawai 1936;Teknisi Akuntansi;09/02/2018;31/12/2029
;Pegawai 1455;Certified Management Accountants;02/06/2021;31/12/2029
;Pegawai 66;Certified Information System Auditors;18/09/2018;31/12/2029
;Pegawai 79;Ahli Akuntansi Pemerintahan A;03/01/2019;31/12/2029
;Pegawai 755;Certified Forensic Auditor;13/06/2018;31/12/2029
;Pegawai 1317;Certified State Finance Auditor;28/06/2018;31/12/2029
;Pegawai 284;Certificate in Data Analytics;07/06/2018;31/12/2029
;Pegawai 74;Qualified Risk Management Professional;03/06/2020;31/12/2029
;Pegawai 349;Certified Risk Management Officer;07/05/2020;31/12/2029
;Pegawai 1145;Certified Professional Coach;13/02/2021;31/12/2029
;Pegawai 1850;Insinyur;18/03/2018;31/12/2029
;Pegawai 1255;Certified IPSAS Specialist;18/11/2019;31/12/2029
;Pegawai 1726;Governance Risk Management and Compliance Professional;12/01/2021;31/12/2029
;Pegawai 1384;Sertifikasi Change Management;02/12/2021;31/12/2029
;Pegawai 477;Certified Sustainability Reporting Specialist;05/12/2021;31/12/2029
;Pegawai 1635;Insinyur Professional Madya;15/05/2021;31/12/2029
;Pegawai 966;Ahli Akuntansi Pemerintahan A;11/02/2019;31/12/2029
;Pegawai 334;Cellebrite Certified Physical Analyst;27/07/2019;31/12/2029
;Pegawai 971;Insinyur;27/04/2020;31/12/2029
;Pegawai 1689;Certified Sustainability Reporting Specialist;18/08/2022;31/12/2029
;Pegawai 243;Certified Professional Talent Management;03/10/2022;31/12/2029
;Pegawai 464;Enterprise Risk Management Associate Professional;31/08/2021;31/12/2029
;Pegawai 439;Certified Ethical Hacker;19/02/2022;31/12/2029
;Pegawai 1901;Certified Human Resources Management Professional;01/10/2021;31/12/2029
;Pegawai 1183;Certificate in International Auditing;10/07/2018;31/12/2029
;Pegawai 211;Certificate in International Public Sector Accounting Standards;22/07/2018;31/12/2029
;Pegawai 1653;Loop Certified Corporate Coach;09/04/2021;31/12/2029
